"","trial","Environment","meanReward","maxReward","Model"
"60",19,"Rough",60.0120546403497,91.633548746124,"UCB-RBF"
"61",20,"Rough",60.0817618749666,92.2049213217681,"UCB-RBF"
"62",21,"Rough",60.0611386853822,92.7170111350016,"UCB-RBF"
"63",22,"Rough",60.3879852591062,93.2146625009446,"UCB-RBF"
"64",23,"Rough",60.188709494209,93.6790794989576,"UCB-RBF"
"65",24,"Rough",60.4650283888451,94.138423059304,"UCB-RBF"
"66",25,"Rough",60.5293614175717,94.5611144338053,"UCB-RBF"
"67",26,"Rough",60.0862782973499,94.9277047264141,"UCB-RBF"
"68",27,"Rough",59.6438286877394,95.2850030745042,"UCB-RBF"
"69",28,"Rough",60.3110947868232,95.5862183915404,"UCB-RBF"
"70",29,"Rough",59.9941405368342,95.8747278809344,"UCB-RBF"
"71",30,"Rough",59.6524692977928,96.1607264775889,"UCB-RBF"
"72",31,"Rough",60.0201507181001,96.3997865816621,"UCB-RBF"
"73",32,"Rough",60.1115307441543,96.6279200848624,"UCB-RBF"
"74",33,"Rough",59.8465882045919,96.8740182286651,"UCB-RBF"
"75",34,"Rough",59.8198162963166,97.089832463679,"UCB-RBF"
"76",35,"Rough",59.715704185533,97.2932897856595,"UCB-RBF"
"77",36,"Rough",59.6334420354855,97.5156012925478,"UCB-RBF"
"78",37,"Rough",59.4071983542054,97.6842947151025,"UCB-RBF"
"79",38,"Rough",59.4442733282197,97.8563558619928,"UCB-RBF"
"80",39,"Rough",59.6817850950666,98.0227027599922,"UCB-RBF"
"81",40,"Rough",59.9680889321319,98.2041528949288,"UCB-RBF"
"82",41,"Rough",59.8201578136045,98.362566550564,"UCB-RBF"
