"","trial","Environment","meanReward","maxReward","Model"
"1",1,"Smooth",49.8953985438147,49.8953985438147,"UCB-RBF"
"2",2,"Smooth",53.5819477784805,63.0424218053335,"UCB-RBF"
"3",3,"Smooth",57.039206521144,69.7224694995058,"UCB-RBF"
"4",4,"Smooth",59.72729758029,74.1394110946278,"UCB-RBF"
"5",5,"Smooth",62.4724153477028,77.5708913604219,"UCB-RBF"
"6",6,"Smooth",64.490984694473,80.3040960892438,"UCB-RBF"
"7",7,"Smooth",66.1714070864031,82.5940290064706,"UCB-RBF"
"8",8,"Smooth",68.1086731452724,84.6004549996181,"UCB-RBF"
"9",9,"Smooth",69.3242333249999,86.2549263115009,"UCB-RBF"
"10",10,"Smooth",69.7837498208088,87.6934338875262,"UCB-RBF"
"11",11,"Smooth",70.6126769760184,88.9221222144378,"UCB-RBF"
"12",12,"Smooth",71.0404194566206,90.0814859692804,"UCB-RBF"
"13",13,"Smooth",71.7452086913769,91.0329765790522,"UCB-RBF"
"14",14,"Smooth",71.2979804659205,91.8602802915055,"UCB-RBF"
"15",15,"Smooth",71.0767196124103,92.6433924394544,"UCB-RBF"
"16",16,"Smooth",70.9863110206946,93.3053464489498,"UCB-RBF"
"17",17,"Smooth",70.6593318980117,93.8679230866287,"UCB-RBF"
"18",18,"Smooth",70.5872250877935,94.4230719673108,"UCB-RBF"
"19",19,"Smooth",69.9660181172057,94.9035663922725,"UCB-RBF"
"20",20,"Smooth",70.0384384101151,95.2960127892384,"UCB-RBF"
"21",21,"Smooth",69.4658828840063,95.6810904145295,"UCB-RBF"
"22",22,"Smooth",68.9780249381779,96.0311005229121,"UCB-RBF"
"23",23,"Smooth",68.4973260448059,96.3164834915376,"UCB-RBF"
"24",24,"Smooth",68.5225404567716,96.5513223726199,"UCB-RBF"
"25",25,"Smooth",68.0295898185455,96.8049882558712,"UCB-RBF"
"26",26,"Smooth",67.5078301783318,97.0227359655213,"UCB-RBF"
"27",27,"Smooth",67.4727575959649,97.2435993696845,"UCB-RBF"
"28",28,"Smooth",66.6028910441333,97.434489363253,"UCB-RBF"
"29",29,"Smooth",66.5274785455419,97.6085307906517,"UCB-RBF"
"30",30,"Smooth",66.186285602157,97.7664954692084,"UCB-RBF"
"31",31,"Smooth",65.7997911959916,97.9242990854881,"UCB-RBF"
"32",32,"Smooth",65.7014648524021,98.0584813895941,"UCB-RBF"
"33",33,"Smooth",64.8911432412789,98.1839047493136,"UCB-RBF"
"34",34,"Smooth",64.8852217495783,98.2933973899592,"UCB-RBF"
"35",35,"Smooth",64.7416022351526,98.4054562659937,"UCB-RBF"
"36",36,"Smooth",64.1490758606742,98.4989070250355,"UCB-RBF"
"37",37,"Smooth",64.0731378503078,98.5870128398586,"UCB-RBF"
"38",38,"Smooth",63.7834573031342,98.6745180451019,"UCB-RBF"
"39",39,"Smooth",63.5058752872864,98.7428566558207,"UCB-RBF"
"40",40,"Smooth",63.6155527003367,98.8223748933836,"UCB-RBF"
"41",41,"Smooth",63.4743666634942,98.8956698106052,"UCB-RBF"
"42",1,"Rough",47.7410776486963,47.7410776486963,"UCB-RBF"
"43",2,"Rough",49.8073568435388,59.8131573048004,"UCB-RBF"
"44",3,"Rough",51.2033366661575,65.8451095633012,"UCB-RBF"
"45",4,"Rough",53.1900164047694,70.1085763037075,"UCB-RBF"
"46",5,"Rough",54.8782146339196,73.3170426172634,"UCB-RBF"
"47",6,"Rough",56.4251337277331,76.0538108402305,"UCB-RBF"
"48",7,"Rough",57.3965272358361,78.1940736577938,"UCB-RBF"
"49",8,"Rough",58.2087074427713,80.0750763356732,"UCB-RBF"
"50",9,"Rough",58.5892858757375,81.7538598166821,"UCB-RBF"
"51",10,"Rough",59.1104539998543,83.2097639004332,"UCB-RBF"
"52",11,"Rough",59.3310897654185,84.5273893013004,"UCB-RBF"
"53",12,"Rough",60.0155345765894,85.8014690059866,"UCB-RBF"
"54",13,"Rough",59.7182382099807,86.848684794291,"UCB-RBF"
"55",14,"Rough",59.8340977378562,87.8200921275981,"UCB-RBF"
"56",15,"Rough",60.3174682755747,88.709851144963,"UCB-RBF"
"57",16,"Rough",60.061081413726,89.5244051236218,"UCB-RBF"
"58",17,"Rough",60.1551854599755,90.2838510462514,"UCB-RBF"
"59",18,"Rough",60.3906533912489,91.0006879375351,"UCB-RBF"
