"","trial","m"
"1",1,-0.0917351655117815
"2",2,0.335999091193045
"3",3,0.710495442808141
"4",4,0.870216524390423
"5",5,0.976947577090856
"6",6,1.09465528752528
"7",7,1.14515821380019
"8",8,1.14289624655416
"9",9,1.17247170990392
"10",10,1.20784532312325
"11",11,1.20784532312325
"12",1,-0.133323277805529
"13",2,0.350577115231968
"14",3,0.662816289843686
"15",4,0.776531529137197
"16",5,0.883182817587228
"17",6,0.955215362891967
"18",7,1.0239839431618
"19",8,1.07296497357083
"20",9,1.10450658148605
"21",10,1.12772001982014
"22",11,1.15931806970069
"23",1,0.0683402004291201
"24",2,0.431819117842536
"25",3,0.688580242456408
"26",4,0.800785964216373
"27",5,0.855212931813845
"28",6,0.943528215392656
"29",7,0.944458304430434
"30",8,0.991228075980549
"31",9,1.00921491862139
"32",10,1.0797942128242
"33",11,1.07808630967241
"34",1,-0.0069600807118391
"35",2,0.361479163033924
"36",3,0.714535060460654
"37",4,0.887140537342382
"38",5,0.878592430394787
"39",6,0.955023593357056
"40",7,1.05768006210366
"41",8,1.05145934813435
"42",9,1.07946598596167
"43",10,1.09302346759147
"44",11,1.12787382567763
"45",1,-0.00744136413273273
"46",2,0.416283356954995
"47",3,0.70932672608079
"48",4,0.884457314006376
"49",5,1.00690742896187
"50",6,1.0904738705535
"51",7,1.11509644360825
"52",8,1.14385655920927
"53",9,1.15705009177354
"54",10,1.19056669453325
"55",11,1.17359791021558
"56",1,0.0797816129420891
"57",2,0.317717872239259
"58",3,0.548173187114074
"59",4,0.679452790007064
"60",5,0.766517352532818
"61",6,0.904008987746987
"62",7,0.943675766020993
"63",8,0.977840474524576
"64",9,1.00953330880683
"65",10,1.03086977208431
"66",11,1.04418857299071
"67",1,0.191116964264821
"68",2,0.321205883204946
"69",3,0.53326700098915
"70",4,0.734083850939458
"71",5,0.761500474863813
"72",6,0.886522817638248
"73",7,0.985358488328819
"74",8,1.06376772722762
"75",9,1.07230488961548
"76",10,1.10985712028861
"77",11,1.09797729848658
"78",1,0.0954614769003814
"79",2,0.33903437971689
"80",3,0.451563787970655
"81",4,0.666871094757088
"82",5,0.749323659306215
"83",6,0.835092917015459
"84",7,0.947284181291681
"85",8,1.01262996271971
"86",9,1.03404330173732
"87",10,1.02821307197073
"88",11,1.06016454636391
"89",1,0.0188921826060303
"90",2,0.200020936805983
"91",3,0.631381374954266
"92",4,0.794477206788366
"93",5,0.975359553813615
"94",6,1.00389011617147
"95",7,1.05836895396955
"96",8,1.06980274291541
"97",9,1.10531512571393
"98",10,1.12973051721156
"99",11,1.14526579596527
"100",1,-0.014326034639242
"101",2,0.385716762842082
"102",3,0.521438195454139
"103",4,0.687153728469303
"104",5,0.967957927019827
"105",6,0.971268636634517
"106",7,1.10273847400758
"107",8,1.09831195763144
"108",9,1.15567209170247
"109",10,1.18309745188369
"110",11,1.1860917556591
"111",1,0.0341687910981982
"112",2,0.282825355930761
"113",3,0.65037916491338
"114",4,0.757261633277165
"115",5,0.803886112799792
"116",6,0.796750539732326
"117",7,0.870893528010238
"118",8,0.897487154259415
"119",9,0.974703334632415
"120",10,1.0079053750451
"121",11,1.01855164838916
"122",1,0.0373603774132941
"123",2,0.374600605552048
"124",3,0.667807030161995
"125",4,0.773670888481877
"126",5,0.83971533207715
"127",6,0.947809865698556
"128",7,1.05577607270077
"129",8,1.11408043802206
"130",9,1.11988267431389
"131",10,1.12026872324442
"132",11,1.13482433648263
"133",1,-0.00371887579694542
"134",2,0.262432617428768
"135",3,0.538243073054637
"136",4,0.765706648255143
"137",5,0.879091895722307
"138",6,0.917512215613786
"139",7,0.933987033445723
"140",8,0.977924501226797
"141",9,0.981955688818616
"142",10,0.994478244947896
"143",11,1.04234838653125
"144",1,-0.111701537876945
"145",2,0.0566585559495964
"146",3,0.439390426569106
"147",4,0.6963083514695
"148",5,0.853740965892792
"149",6,0.893280817620503
"150",7,0.950605938781605
"151",8,1.04448631876952
"152",9,1.08835686377079
"153",10,1.12070877194803
"154",11,1.12302722357858
"155",1,-0.156535448069055
"156",2,0.218239739916218
"157",3,0.534224932078035
"158",4,0.721198699789581
"159",5,0.792803308246901
"160",6,0.844666724016746
"161",7,0.879769628584735
"162",8,0.977844551675616
"163",9,1.01117493361856
"164",10,1.06325999185862
"165",11,1.09866261454775
"166",1,0.0824628373114913
"167",2,0.464882166366997
"168",3,0.612401257531165
"169",4,0.797854416878857
"170",5,0.912034082565958
"171",6,0.999212094968089
"172",7,1.02383287910597
"173",8,0.989267191352256
"174",9,1.04722825538031
"175",10,1.07525815105571
"176",11,1.08929770141927
"177",1,-0.0596195096819217
"178",2,0.262539358150209
"179",3,0.554354901136987
"180",4,0.744943798649845
"181",5,0.872440314191023
"182",6,0.956711195156634
"183",7,0.977994833202216
"184",8,0.99627377274525
"185",9,1.0128099957738
"186",10,1.02376755144302
"187",11,1.01066596299778
"188",1,-0.121917606295932
"189",2,0.248725106314006
"190",3,0.516066110362484
"191",4,0.5926086170839
"192",5,0.778647987802546
"193",6,0.809509906642574
"194",7,0.935605548044024
"195",8,0.991585857248958
"196",9,1.05235193156157
"197",10,1.0563934968341
"198",11,1.05454513375823
"199",1,0.063183821127769
"200",2,0.29442640496802
"201",3,0.614219733611415
"202",4,0.707982754928989
"203",5,0.8616162379975
"204",6,0.952513269383796
"205",7,1.00705827633804
"206",8,1.02477019025071
"207",9,1.0503508493784
"208",10,1.04213212955965
"209",11,1.04675224872214
"210",1,0.059727685099024
"211",2,0.441531372662651
"212",3,0.482216461134632
"213",4,0.747282585773239
"214",5,0.866617807081631
"215",6,0.954501875014462
"216",7,1.0222372338978
"217",8,1.03856155096728
"218",9,1.0702094682479
"219",10,1.06893733033176
"220",11,1.11298243573212
"221",1,0.0620704549014099
"222",2,0.322906856856402
"223",3,0.568739033854078
"224",4,0.829062129574806
"225",5,0.871633701888914
"226",6,0.956571006081212
"227",7,1.01685792390508
"228",8,0.984546344022015
"229",9,1.04124729675445
"230",10,1.02072024841913
"231",11,1.03421735722804
"232",1,0.065882917765001
"233",2,0.278045670694488
"234",3,0.512192305054171
