"","X","setting","l0","l1","m","d"
"117",0,"es",0.4,0.9,0.029572214781,0.08684067171265
"118",0,"es",0.5,0.1,0.1239706219385,0.227182834735
"119",0,"es",0.5,0.2,0.0671977481586,0.120647455788
"120",0,"es",0.5,0.3,0.01878454504955,0.05194182242395
"121",0,"es",0.5,0.4,0.001312131282135,0.0143846238344
"122",0,"es",0.5,0.5,2.032152224275e-11,8.851734835855e-12
"123",0,"es",0.5,0.6,0.0010027733326285,0.0152111826494
"124",0,"es",0.5,0.7,0.000685617349971,0.00913564894593
"125",0,"es",0.5,0.8,0.002387306946132,0.0320736401285
"126",0,"es",0.5,0.9,0.000420166152252883,0.0069379152145809
"127",0,"es",0.6,0.1,0.0739989633589,0.220609008837
"128",0,"es",0.6,0.2,0.04042126799115,0.128528604847
"129",0,"es",0.6,0.3,0.02835171065225,0.06967204853855
"130",0,"es",0.6,0.4,0.000766692789966,0.01705716211975
"131",0,"es",0.6,0.5,0.000882220553194,0.0157908210456
"132",0,"es",0.6,0.6,0.000780228376357,0.0171743614232
"133",0,"es",0.6,0.7,2.54658516496e-11,7.175009840285e-12
"134",0,"es",0.6,0.8,0.000830953643117,0.01837181508845
"135",0,"es",0.6,0.9,0.005506445698475,0.03392250058945
"136",0,"es",0.7,0.1,0.2416890305915,0.2593861737825
"137",0,"es",0.7,0.2,0.0567025732454,0.1434601954525
"138",0,"es",0.7,0.3,0.04227995857085,0.08750857337935
"139",0,"es",0.7,0.4,0.000424806933779,0.01428472464235
"140",0,"es",0.7,0.5,0.0009396475717285,0.0155379545535
"141",0,"es",0.7,0.6,2.18889817915814e-06,0.000663976119821661
"142",0,"es",0.7,0.7,2.933120413215e-11,8.26105850393e-12
"143",0,"es",0.7,0.8,0.0003265277857735,0.0161869807545
"144",0,"es",0.7,0.9,2.546585164965e-11,1.111377656573e-11
"145",0,"es",0.8,0.1,0.1018025434448,0.2195205508985
"146",0,"es",0.8,0.2,0.02503654104545,0.1207646744755
"147",0,"es",0.8,0.3,0.0736120378976,0.150714122251
"148",0,"es",0.8,0.4,0.002933500490715,0.04354172308145
"149",0,"es",0.8,0.5,3.456079866735e-11,1.1002663745415e-10
"150",0,"es",0.8,0.6,3.376499080335e-11,4.524093454725e-12
"151",0,"es",0.8,0.7,3.82140315195834e-05,0.0047466330925205
"152",0,"es",0.8,0.8,1.89857018995e-11,7.079403187615e-12
"153",0,"es",0.8,0.9,1.369926394545e-11,3.744370678855e-12
"154",0,"es",0.9,0.1,0.241946495556,0.309151550901
"155",0,"es",0.9,0.2,0.0732085325261,0.186617702564
"156",0,"es",0.9,0.3,0.02312910536908,0.0462018262735
"157",0,"es",0.9,0.4,0.003194309018225,0.037644522312
"158",0,"es",0.9,0.5,0.001086508797923,0.0189303416811
"159",0,"es",0.9,0.6,3.36513039656e-11,5.257893543475e-12
"160",0,"es",0.9,0.7,1.81898940355e-11,5.57160417195e-12
"161",0,"es",0.9,0.8,3.029290058974e-05,0.004314594634585
"162",0,"es",0.9,0.9,1.62049122991619e-05,0.00289868777099306
"163",0,"mrs_point",0.1,0.1,0.3307283248545,0.135652820603
"164",0,"mrs_point",0.1,0.2,0.708386328342,0.137961317915
"165",0,"mrs_point",0.1,0.3,0.6587018151195,0.215021262509
"166",0,"mrs_point",0.1,0.4,0.5230014593775,0.278543745474
"167",0,"mrs_point",0.1,0.5,0.7242879037745,0.296360052473
"168",0,"mrs_point",0.1,0.6,0.8823249855175,0.345953611757
"169",0,"mrs_point",0.1,0.7,0.826910608,0.248752144811
"170",0,"mrs_point",0.1,0.8,1.009953329641,0.28735676922
"171",0,"mrs_point",0.1,0.9,1.21219683104,0.321131587295
"172",0,"mrs_point",0.2,0.1,0.0545471290461,0.0490047802133
"173",0,"mrs_point",0.2,0.2,0.0148308592438,0.0222214727375
"174",0,"mrs_point",0.2,0.3,0.184641987149,0.1029329130534
"175",0,"mrs_point",0.2,0.4,0.3697022200705,0.14460706358
"176",0,"mrs_point",0.2,0.5,0.2434402576215,0.162954589455
"177",0,"mrs_point",0.2,0.6,0.684026593466,0.207468975151
"178",0,"mrs_point",0.2,0.7,0.29313541083,0.130630561462
"179",0,"mrs_point",0.2,0.8,0.3665331721885,0.1528539685725
"180",0,"mrs_point",0.2,0.9,0.60589879028,0.2644236247405
"181",0,"mrs_point",0.3,0.1,0.03290164542705,0.0977836345468
"182",0,"mrs_point",0.3,0.2,0.03334705964605,0.04229076795715
"183",0,"mrs_point",0.3,0.3,0.0160205613294,0.0349168986993
"184",0,"mrs_point",0.3,0.4,0.023414473917,0.04176633489455
"185",0,"mrs_point",0.3,0.5,0.0620932089918,0.0789612190157
"186",0,"mrs_point",0.3,0.6,0.0466046753766,0.0609616297724
"187",0,"mrs_point",0.3,0.7,0.0793223377191,0.09119853557875
"188",0,"mrs_point",0.3,0.8,0.193349531639,0.202466582332
"189",0,"mrs_point",0.3,0.9,0.1958531951895,0.1483050579295
"190",0,"mrs_point",0.4,0.1,0.185471922844,0.15398817527
"191",0,"mrs_point",0.4,0.2,0.09692053467935,0.1248873533835
"192",0,"mrs_point",0.4,0.3,0.03731552652035,0.05695401916795
"193",0,"mrs_point",0.4,0.4,0.006289136013605,0.03121059610305
"194",0,"mrs_point",0.4,0.5,0.0189713588021,0.0665916819842
"195",0,"mrs_point",0.4,0.6,0.00958340644696,0.0385032423594
"196",0,"mrs_point",0.4,0.7,0.0128776343746,0.0331304092167
"197",0,"mrs_point",0.4,0.8,0.0590562073128,0.0986954498377
"198",0,"mrs_point",0.4,0.9,0.01266046473845,0.04990618412115
"199",0,"mrs_point",0.5,0.1,0.1938083787045,0.245474313565
"200",0,"mrs_point",0.5,0.2,0.04832681865355,0.08241103668515
"201",0,"mrs_point",0.5,0.3,0.0395787753919,0.0661627279823
"202",0,"mrs_point",0.5,0.4,0.00236195226694,0.01843737204715
"203",0,"mrs_point",0.5,0.5,0.00126314576983,0.0157804537462
"204",0,"mrs_point",0.5,0.6,0.0010902593649015,0.01232532566105
"205",0,"mrs_point",0.5,0.7,0.001208723263515,0.0319778634432
"206",0,"mrs_point",0.5,0.8,0.000771470856989,0.01549199923375
"207",0,"mrs_point",0.5,0.9,0.02843406467035,0.0878414239402
"208",0,"mrs_point",0.6,0.1,0.0459115016647,0.1043776838661
"209",0,"mrs_point",0.6,0.2,0.0956309778586,0.1625579593635
"210",0,"mrs_point",0.6,0.3,0.009747179852625,0.04912757421845
"211",0,"mrs_point",0.6,0.4,0.0001809667568865,0.008903974776635
"212",0,"mrs_point",0.6,0.5,0.000364087652088,0.008001340435875
"213",0,"mrs_point",0.6,0.6,0.000520108742876,0.01476892269325
"214",0,"mrs_point",0.6,0.7,0.000106507840684004,0.00403084709143234
"215",0,"mrs_point",0.6,0.8,0.00019762294135701,0.006253110380199
"216",0,"mrs_point",0.6,0.9,2.18278728426e-11,3.53329016349e-11
"217",0,"mrs_point",0.7,0.1,0.137419842147,0.2435158773385
"218",0,"mrs_point",0.7,0.2,0.106055184856,0.2004394953555
"219",0,"mrs_point",0.7,0.3,0.0113617672624,0.07423315832945
"220",0,"mrs_point",0.7,0.4,0.0001815737184645,0.009418625221175
"221",0,"mrs_point",0.7,0.5,5.43444811001e-05,0.005518122656065
"222",0,"mrs_point",0.7,0.6,2.546585164965e-11,1.064178634719e-10
"223",0,"mrs_point",0.7,0.7,1.77351466846e-11,5.50728544271e-12
"224",0,"mrs_point",0.7,0.8,2.18278728426e-11,7.27632934941e-12
"225",0,"mrs_point",0.7,0.9,4.547473508865e-11,1.829372402627e-11
"226",0,"mrs_point",0.8,0.1,0.2711824483285,0.309630419578
"227",0,"mrs_point",0.8,0.2,0.0604644131648,0.14215122034
"228",0,"mrs_point",0.8,0.3,0.04441277628975,0.0715698935766
"229",0,"mrs_point",0.8,0.4,0.0017981831769,0.0404949132401
"230",0,"mrs_point",0.8,0.5,1.877110782545e-05,0.00298843474913
"231",0,"mrs_point",0.8,0.6,2.962479527465e-05,0.003495384345795
"232",0,"mrs_point",0.8,0.7,2.4101609597e-11,4.465539049645e-12
"233",0,"mrs_point",0.8,0.8,2.24105178859e-11,5.15819490904e-12
"234",0,"mrs_point",0.8,0.9,3.092281986025e-11,5.398259790015e-12
"235",0,"mrs_point",0.9,0.1,0.2007549372665,0.2889152410345
"236",0,"mrs_point",0.9,0.2,0.0533493451264,0.176701742105
"237",0,"mrs_point",0.9,0.3,0.05332071331305,0.140020754307
"238",0,"mrs_point",0.9,0.4,0.003624581217305,0.0438988480912
"239",0,"mrs_point",0.9,0.5,3.53566065314e-11,1.65225321706e-11
"240",0,"mrs_point",0.9,0.6,4.501998773775e-11,1.75046088735e-11
"241",0,"mrs_point",0.9,0.7,2.36468622461e-11,5.31084937461e-12
"242",0,"mrs_point",0.9,0.8,2.148681232935e-11,5.317164401455e-12
"243",0,"mrs_point",0.9,0.9,4.837374945055e-11,3.973338325025e-11
"244",0,"ei",0.1,0.1,0.05997328347095,0.0282248100776
"245",0,"ei",0.1,0.2,0.699519720078,0.3786556093405
"246",0,"ei",0.1,0.3,1.03892447113,0.2491703002095
"247",0,"ei",0.1,0.4,1.0340107197085,0.178537205533
"248",0,"ei",0.1,0.5,0.8103566344815,0.2900992219175
"249",0,"ei",0.1,0.6,0.9339484930215,0.2524465665305
"250",0,"ei",0.1,0.7,0.7784096890355,0.2609523020425
"251",0,"ei",0.1,0.8,0.9917037430725,0.2940904125135
"252",0,"ei",0.1,0.9,1.12220520177,0.259659941573
"253",0,"ei",0.2,0.1,0.0623815310837,0.0680620700282
"254",0,"ei",0.2,0.2,0.01198860406025,0.0201979611696
"255",0,"ei",0.2,0.3,0.1019988185449,0.08714718698945
"256",0,"ei",0.2,0.4,0.373943831978,0.1616240478155
"257",0,"ei",0.2,0.5,0.3448272065775,0.1662638732225
"258",0,"ei",0.2,0.6,0.50565372059,0.1732841195375
"259",0,"ei",0.2,0.7,0.5718435869175,0.224660577386
"260",0,"ei",0.2,0.8,0.67041548972,0.189682920332
"261",0,"ei",0.2,0.9,0.317551887676,0.2153408192615
"262",0,"ei",0.3,0.1,0.1460687490155,0.1440125510275
"263",0,"ei",0.3,0.2,0.0174412390335,0.0455414845469
"264",0,"ei",0.3,0.3,0.02079428095445,0.0247110704392
"265",0,"ei",0.3,0.4,0.03271047618,0.04396773675815
"266",0,"ei",0.3,0.5,0.0625797218126,0.09768753522125
"267",0,"ei",0.3,0.6,0.03499055595495,0.05867497058815
"268",0,"ei",0.3,0.7,0.1899589338945,0.1309772374785
"269",0,"ei",0.3,0.8,0.1670574524505,0.1504442405745
"270",0,"ei",0.3,0.9,0.1753546803245,0.1732438280585
"271",0,"ei",0.4,0.1,0.164584984411,0.198404242576
"272",0,"ei",0.4,0.2,0.08175077214825,0.0946131821361
"273",0,"ei",0.4,0.3,0.00397285316228,0.0208508614402
"274",0,"ei",0.4,0.4,0.00461598183995,0.02176961485725
"275",0,"ei",0.4,0.5,0.00347549904219,0.02353593340245
"276",0,"ei",0.4,0.6,0.003493320095005,0.0429409439682
"277",0,"ei",0.4,0.7,0.037715606618,0.06626681526725
"278",0,"ei",0.4,0.8,0.02642976881955,0.0855436303035
"279",0,"ei",0.4,0.9,0.0388218253007,0.0695724671809
"280",0,"ei",0.5,0.1,0.2011398933195,0.2624395477105
"281",0,"ei",0.5,0.2,0.08739249829835,0.125028003225
"282",0,"ei",0.5,0.3,0.000614922148088,0.010811789329
"283",0,"ei",0.5,0.4,0.009432848715165,0.0285631312593
"284",0,"ei",0.5,0.5,0.0002059467465185,0.007163139750625
"285",0,"ei",0.5,0.6,0.002421590610655,0.02320553281405
"286",0,"ei",0.5,0.7,0.00426117532334,0.04203012740615
"287",0,"ei",0.5,0.8,0.0157712667151,0.05373374345895
"288",0,"ei",0.5,0.9,0.005415108861375,0.03446722412945
"289",0,"ei",0.6,0.1,0.140890814237,0.191706572967
"290",0,"ei",0.6,0.2,0.015654204401035,0.0923544639461
"291",0,"ei",0.6,0.3,0.022235701515,0.0568632010593
"292",0,"ei",0.6,0.4,0.0001318443907648,0.006569475826165
"293",0,"ei",0.6,0.5,3.28875134699e-05,0.002844180628035
"294",0,"ei",0.6,0.6,1.15807415568188e-06,0.000427835464456809
"295",0,"ei",0.6,0.7,2.59419152826e-11,4.910308913445e-12
"296",0,"ei",0.6,0.8,3.28128635374e-11,1.0424994201245e-11
"297",0,"ei",0.6,0.9,0.00121161726110484,0.0108361699301863
"298",0,"ei",0.7,0.1,0.175257634699,0.2912773056165
"299",0,"ei",0.7,0.2,0.0847757296979,0.183185887143
"300",0,"ei",0.7,0.3,0.01285029633617,0.0726056666065
"301",0,"ei",0.7,0.4,0.0153915418764,0.0834979847528
"302",0,"ei",0.7,0.5,7.453877515216e-10,9.94138503886083e-06
"303",0,"ei",0.7,0.6,1.81898940355e-11,2.480077047665e-12
"304",0,"ei",0.7,0.7,1.898570189955e-11,3.80289276456e-12
"305",0,"ei",0.7,0.8,2.455635694785e-11,5.17941245448e-12
"306",0,"ei",0.7,0.9,3.76795469492404e-06,0.000787797139740943
"307",0,"ei",0.8,0.1,0.173219686512,0.3072663587075
"308",0,"ei",0.8,0.2,0.0118814000484,0.0730960245731
"309",0,"ei",0.8,0.3,0.004627366382915,0.05872468399605
"310",0,"ei",0.8,0.4,0.008351240616325,0.0348638434238
"311",0,"ei",0.8,0.5,2.4101609597e-11,8.654688077315e-12
"312",0,"ei",0.8,0.6,2.13731254917e-11,5.28893595586e-12
"313",0,"ei",0.8,0.7,3.63797880709e-11,2.10473860562e-11
"314",0,"ei",0.8,0.8,2.160049916715e-11,5.311528994415e-12
"315",0,"ei",0.8,0.9,2.50498260356904e-06,0.000895839740395715
"316",0,"ei",0.9,0.1,0.1360592036395,0.27165095119
"317",0,"ei",0.9,0.2,0.01075925408075,0.09025376523225
"318",0,"ei",0.9,0.3,0.03296870958275,0.125377606403
"319",0,"ei",0.9,0.4,0.0006712398164815,0.0178909111577
"320",0,"ei",0.9,0.5,2.21437869640617e-06,0.000709620884251406
"321",0,"ei",0.9,0.6,2.557953848735e-11,4.25413600502e-12
"322",0,"ei",0.9,0.7,2.728484105315e-11,9.441938831265e-12
"323",0,"ei",0.9,0.8,2.810907062665e-11,6.94706708162e-12
"324",0,"ei",0.9,0.9,4.456524038685e-11,3.24567039911e-11
"325",0,"gp_ucb",0.1,0.1,0.280815247668,0.0727439209333
"326",0,"gp_ucb",0.1,0.2,0.786621916359,0.3867886903695
"327",0,"gp_ucb",0.1,0.3,0.722395082138,0.201977746518
"328",0,"gp_ucb",0.1,0.4,1.24750043989,0.247667895885
"329",0,"gp_ucb",0.1,0.5,0.812018243695,0.273534456985
"330",0,"gp_ucb",0.1,0.6,0.908842586185,0.2656182453635
"331",0,"gp_ucb",0.1,0.7,0.837666830075,0.2707172584925
"332",0,"gp_ucb",0.1,0.8,1.0012724700915,0.218407438807
"333",0,"gp_ucb",0.1,0.9,1.17073558892,0.2560360202475
"334",0,"gp_ucb",0.2,0.1,0.172487121761,0.09016352913935
"335",0,"gp_ucb",0.2,0.2,0.012709372004,0.02438109049
"336",0,"gp_ucb",0.2,0.3,0.1828193673755,0.1064823228595
"337",0,"gp_ucb",0.2,0.4,0.1780297994465,0.139886728689
"338",0,"gp_ucb",0.2,0.5,0.378046713529,0.134358931431
"339",0,"gp_ucb",0.2,0.6,0.239181753558,0.164448924297
"340",0,"gp_ucb",0.2,0.7,0.3112457605705,0.1262949273185
"341",0,"gp_ucb",0.2,0.8,0.5335987857315,0.162950206668
"342",0,"gp_ucb",0.2,0.9,0.4870893684895,0.235356938836
"343",0,"gp_ucb",0.3,0.1,0.10555784441635,0.106799205779
"344",0,"gp_ucb",0.3,0.2,0.0987657828457,0.07946740188415
"345",0,"gp_ucb",0.3,0.3,0.0216934786146,0.0399723225009
"346",0,"gp_ucb",0.3,0.4,0.034590368477,0.0398010113767
"347",0,"gp_ucb",0.3,0.5,0.08067081686365,0.0864324845857
"348",0,"gp_ucb",0.3,0.6,0.139396641487,0.1068329802415
"349",0,"gp_ucb",0.3,0.7,0.1042236068275,0.08293951833285
"350",0,"gp_ucb",0.3,0.8,0.162714979007,0.1594932748935
"351",0,"gp_ucb",0.3,0.9,0.1137021132115,0.1281693422515
"352",0,"gp_ucb",0.4,0.1,0.338874334938,0.2272421790095
"353",0,"gp_ucb",0.4,0.2,0.0161676194724,0.03990895585925
"354",0,"gp_ucb",0.4,0.3,0.02577719934545,0.0548874157557
"355",0,"gp_ucb",0.4,0.4,0.00401849516277,0.0258269521416
"356",0,"gp_ucb",0.4,0.5,0.004694048913735,0.0278565878381
"357",0,"gp_ucb",0.4,0.6,0.0160007257109,0.0618413296503
"358",0,"gp_ucb",0.4,0.7,0.01949875959825,0.0565132631943
"359",0,"gp_ucb",0.4,0.8,0.0120439437519,0.06222618429965
"360",0,"gp_ucb",0.4,0.9,0.01213571924185,0.04300873089745
"361",0,"gp_ucb",0.5,0.1,0.1705828473625,0.245224984724
"362",0,"gp_ucb",0.5,0.2,0.01864534914525,0.05800073609765
"363",0,"gp_ucb",0.5,0.3,0.009884860172865,0.0451790355339
"364",0,"gp_ucb",0.5,0.4,0.00389588158646,0.0233238825218
"365",0,"gp_ucb",0.5,0.5,0.000516669782087,0.0111183691682
"366",0,"gp_ucb",0.5,0.6,0.0014132952035,0.0193254921757
"367",0,"gp_ucb",0.5,0.7,9.667716585675e-05,0.00609093245676
"368",0,"gp_ucb",0.5,0.8,4.72937244922e-11,8.65178661416e-12
"369",0,"gp_ucb",0.5,0.9,0.008436932630135,0.0620909170461
"370",0,"gp_ucb",0.6,0.1,0.193555243037,0.245713003298
"371",0,"gp_ucb",0.6,0.2,0.0419574522689,0.132135951244
"372",0,"gp_ucb",0.6,0.3,0.00039779765666,0.013165501810905
"373",0,"gp_ucb",0.6,0.4,0.003011400343895,0.02052447412015
"374",0,"gp_ucb",0.6,0.5,4.80227379285e-05,0.004673205058905
"375",0,"gp_ucb",0.6,0.6,0.00188127398246,0.0185766873006
"376",0,"gp_ucb",0.6,0.7,9.011496376845e-05,0.005429109266255
"377",0,"gp_ucb",0.6,0.8,6.366462912415e-11,1.0031697694735e-11
"378",0,"gp_ucb",0.6,0.9,6.548361852765e-11,1.4575654190925e-11
"379",0,"gp_ucb",0.7,0.1,0.1300992709575,0.2636067863645
"380",0,"gp_ucb",0.7,0.2,0.0292441625752,0.1183887576625
"381",0,"gp_ucb",0.7,0.3,0.02941769384005,0.07115741697495
"382",0,"gp_ucb",0.7,0.4,0.00227407273519,0.0207947449879
"383",0,"gp_ucb",0.7,0.5,0.0004399070612635,0.0144324818317
"384",0,"gp_ucb",0.7,0.6,0.002054544569545,0.02803604623975
"385",0,"gp_ucb",0.7,0.7,4.445155354915e-11,1.115380010572e-11
"386",0,"gp_ucb",0.7,0.8,1.68824954017e-11,7.08144654027e-12
"387",0,"gp_ucb",0.7,0.9,0.000264135634268,0.01384106902535
"388",0,"gp_ucb",0.8,0.1,0.147104087917,0.241113626314
"389",0,"gp_ucb",0.8,0.2,0.121206367949,0.224828608184
"390",0,"gp_ucb",0.8,0.3,0.01286639782895,0.08651083073915
"391",0,"gp_ucb",0.8,0.4,0.002669095571945,0.0340654935872
"392",0,"gp_ucb",0.8,0.5,0.00013301101046185,0.00739401335174
"393",0,"gp_ucb",0.8,0.6,8.176447636285e-06,0.002029126448185
"394",0,"gp_ucb",0.8,0.7,1.72803993337e-11,5.2454528961e-12
"395",0,"gp_ucb",0.8,0.8,1.40971678775e-11,2.9652643112e-12
"396",0,"gp_ucb",0.8,0.9,0.0001033125113281,0.009334962646255
"397",0,"gp_ucb",0.9,0.1,0.0866700592115,0.2785791399825
"398",0,"gp_ucb",0.9,0.2,0.0958677070612,0.221580128097
"399",0,"gp_ucb",0.9,0.3,0.0173349151398,0.1152299971242
"400",0,"gp_ucb",0.9,0.4,0.00396989604347,0.0507203540022
