"","trial","m"
"931",11,0.981066973286238
"932",12,0.986621165303285
"933",13,0.955051653418571
"934",14,0.980303164516186
"935",15,0.985437310464583
"936",16,0.989657544668492
"937",17,0.972672028885908
"938",18,0.955234885836396
"939",19,0.996609093588818
"940",20,0.97392173479771
"941",21,0.989169798287131
"942",22,0.99857703384258
"943",23,0.998856466447632
"944",24,0.998856466447632
"945",25,0.996290262056442
"946",26,0.998856466447632
"947",27,0.974370860187886
"948",28,0.999330625646479
"949",29,0.987126672443006
"950",30,0.999051193041426
"951",31,0.999330625646479
"952",32,0.999330625646479
"953",33,0.998638465561223
"954",34,0.999330625646479
"955",35,0.987397164722031
"956",36,1.00844825900671
"957",37,1.00797409980787
"958",38,1.00844825900671
"959",39,1.00844825900671
"960",40,1.00578140407217
"961",1,-0.0178427969279168
"962",2,0.155470617256067
"963",3,0.453065354280104
"964",4,0.615780995291234
"965",5,0.67624245225683
"966",6,0.853691709535189
"967",7,0.920730806223564
"968",8,0.905827413486339
"969",9,0.977148696813495
"970",10,1.0292343721027
"971",11,1.01524098395851
"972",12,1.04608617249425
"973",13,1.04974720033422
"974",14,1.03633362309151
"975",15,1.05919795240011
"976",16,1.03661737156622
"977",17,1.06097544986814
"978",18,1.045802563437
"979",19,1.05989605061074
"980",20,1.04662797369482
"981",21,1.07094410412389
"982",22,1.0616434392908
"983",23,1.07557017811077
"984",24,1.08063667966682
"985",25,1.06515322259893
"986",26,1.07215857183891
"987",27,1.08063667966682
"988",28,1.08063667966682
"989",29,1.0687757433099
"990",30,1.08063667966682
"991",31,1.08063667966682
"992",32,1.08063667966682
"993",33,1.07470696121895
"994",34,1.07767720592623
"995",35,1.08212147192443
"996",36,1.08138763710799
"997",37,1.08212147192443
"998",38,1.08212147192443
"999",39,1.08212147192443
"1000",40,1.08212147192443
"1001",1,0.0547651544592686
"1002",2,0.248836196231012
"1003",3,0.459241964338783
"1004",4,0.657198717470861
"1005",5,0.820847801008362
"1006",6,0.830219071761007
"1007",7,0.91986093772113
"1008",8,0.94156513136162
"1009",9,0.978107904071729
"1010",10,0.990684969735038
"1011",11,1.01357373652861
"1012",12,1.01928798067499
"1013",13,1.02023308592006
"1014",14,1.01693686534077
"1015",15,1.02888460252002
"1016",16,1.0064689920486
"1017",17,1.0168756080434
"1018",18,1.02894468353598
"1019",19,1.00006948544353
"1020",20,1.02527770567591
"1021",21,1.0252128055492
"1022",22,1.02143200672572
"1023",23,1.01586403941116
"1024",24,1.02968058033037
"1025",25,1.03103915192277
"1026",26,1.02753459164876
"1027",27,1.02548415374843
"1028",28,1.01552670323317
"1029",29,1.03612454178487
"1030",30,1.03612454178487
"1031",31,1.03612454178487
"1032",32,1.03612454178487
"1033",33,1.0356224477574
"1034",34,1.03612454178487
"1035",35,1.02319145190313
"1036",36,1.03612454178487
"1037",37,1.03612454178487
"1038",38,1.02038926934601
"1039",39,1.03612454178487
"1040",40,1.03789752753113
"1041",1,-0.151727787362034
"1042",2,0.277462987060589
"1043",3,0.502983968905355
"1044",4,0.603846853511228
"1045",5,0.699747100368956
"1046",6,0.846552002673481
"1047",7,0.898980534096653
"1048",8,0.938480637864648
"1049",9,0.97542589975403
"1050",10,0.941065849431103
"1051",11,0.999143468615558
"1052",12,0.984740486970334
"1053",13,1.0174125863343
"1054",14,1.02919043331083
"1055",15,1.01160131100794
"1056",16,1.0267648898648
"1057",17,1.03549071587301
"1058",18,1.01713894721161
"1059",19,1.0118018273112
"1060",20,1.04560754153338
"1061",21,1.06860913515315
"1062",22,1.0603121297574
"1063",23,1.06860913515315
"1064",24,1.06622026168672
"1065",25,1.06860913515315
"1066",26,1.07218532006408
"1067",27,1.07244114348893
