"","","","","par1","par2"
"cv",20,1,83.1334725566948,0.487598458224705,-2.25591880484203
"cv",20,2,65.5891273552753,0.532501365445966,-2.22102280851306
"cv",20,3,83.6315096356506,0.557161235987063,-2.26774294020434
"cv",20,4,96.1488594126519,0.515654282078889,-2.59502919667465
"cv",40,1,186.784655892836,0.495967546896215,-1.82333604069775
"cv",40,2,168.862176605877,0.386461268843534,-1.76228764548184
"cv",40,3,168.609627406432,0.395305550549533,-1.75285522063805
"cv",40,4,180.404066679874,0.406295334627238,-1.82769857153403
