id,scenario,kernel,horizon,scale,envOrder,searchHistory,optimaGuess,reward,start,instructionsComplete,end,ExperimentDuration,instructionDuration,age,gender,processDescription
49,1,1,0,"[65,69,80,62,64,80,73,67,63,76,68,62,62,67,61,63]","[29,6,3,35,23,27,5,28,20,17,10,13,0,2,31,25]","{""xcollect"":[[28,15,8,21,22,20],[9,20,14,15,13,12,16,17,11,24,23],[1,20,21,12,11,13],[14,20,19,21,18,17,22,23,24,16,15],[29,27,26,25,28,23],[21,22,24,25,26,27,28,29,23,20,19],[21,12,11,14,15,16],[29,23,22,21,24,25,20,19,18,17,16],[29,22,20,19,18,17],[18,7,11,13,12,9,10,23,20,27,26],[10,11,15,13,8,18],[27,26,25,24,28,29,22,17,15,13,9],[17,21,11,10,9,8],[18,10,11,15,23,5,26,13,7,16,14],[6,16,10,23,20,19],[22,11,8,6,7,9,10,15,3,2,1]],""ycollect"":[[25,10,1,56,61,66],[8,1,100,89,96,72,62,33,46,58,40],[11,42,16,99,76,101],[53,100,95,89,87,75,77,67,66,65,56],[70,101,81,45,89,14],[59,61,78,92,100,93,69,55,66,64,70],[36,68,42,91,99,94],[44,90,99,97,72,51,86,79,69,71,81],[47,78,100,99,87,65],[5,-1,49,36,37,37,51,42,20,77,63],[65,67,68,41,42,92],[99,100,84,55,89,77,26,40,56,44,-1],[42,24,91,100,92,62],[9,31,9,48,26,5,27,32,26,46,42],[13,46,28,29,57,8],[5,55,67,63,65,64,59,50,85,98,100]],""ycollectScaled"":[[21,12,6,41,45,48],[11,6,74,66,71,55,48,28,37,45,33],[14,39,18,84,66,86],[38,67,64,60,59,52,53,47,46,45,40],[50,70,57,34,62,14],[52,54,67,79,85,79,60,49,58,56,61],[31,55,36,71,77,74],[34,65,71,70,53,39,63,58,51,53,59],[35,54,68,67,60,46],[9,4,42,32,33,33,44,37,20,64,53],[49,51,51,33,34,68],[66,67,57,39,60,53,21,30,40,32,4],[31,20,61,67,62,43],[11,26,11,37,22,8,23,26,22,36,33],[13,33,22,23,40,10],[8,40,47,45,46,45,42,37,59,67,68]]}","0,89,61",1.17,22/02/2017 17:27:33,22/02/2017 17:31:09,22/02/2017 17:36:56,0:09:23,0:03:36,33,1,How did you try to increase your performance bonus? finding the highest point first then i knew if it was dark red i was close
50,1,1,1,"[62,68,60,61,72,78,71,63,66,65,62,73,73,68,68,75]","[36,30,5,31,33,20,38,32,23,1,39,35,8,34,11,26]","{""xcollect"":[[20,22,18,15,11,10,12,4,26,0,8],[15,20,25,9,7,10],[29,2,8,14,15,16,22,26,0,1,5],[22,3,7,13,23,21],[15,19,21,18,17,7,6,8,9,2,1],[27,4,5,3,2,1],[1,9,6,5,4,16,17,15,23,22,25],[5,4,6,7,17,18],[24,3,8,13,14,16,20,21,19,18,28],[3,2,1,14,15,17],[4,11,12,13,14,21,26,1,1,13,13],[25,27,23,21,20,19],[0,6,8,9,10,9,9,9,9,9,9],[16,8,6,10,13,13],[8,12,4,6,15,20,23,18,17,26,27],[2,7,8,6,7,7]],""ycollect"":[[59,49,61,65,100,95,92,51,36,66,65],[8,26,11,66,38,61],[63,73,9,93,100,92,38,48,86,92,37],[81,46,23,14,31,101],[15,52,1,63,46,42,20,53,39,99,100],[42,35,13,50,66,81],[32,26,81,93,90,98,79,99,63,46,63],[66,42,67,63,66,41],[20,37,0,63,65,48,85,54,87,68,90],[77,79,69,55,61,82],[46,67,87,100,99,3,30,77,79,101,99],[60,21,69,91,100,96],[1,68,94,99,95,100,100,102,98,99,102],[37,49,42,53,100,99],[57,48,63,60,51,39,3,53,54,89,102],[35,95,91,75,97,97]],""ycollectScaled"":[[42,35,43,45,67,64,62,37,27,46,45],[10,23,12,50,31,46],[43,49,10,61,65,60,28,34,57,60,27],[54,33,19,14,24,67],[16,42,6,50,38,35,19,43,33,76,77],[38,32,15,44,56,68],[28,23,63,71,69,75,61,75,50,38,50],[47,31,47,45,47,31],[18,29,5,47,48,37,61,41,62,50,64],[55,56,50,41,45,58],[34,47,59,67,66,7,24,53,54,68,66],[49,20,55,71,78,75],[6,55,74,77,74,78,78,79,77,77,79],[30,38,34,41,73,72],[44,38,48,46,40,32,7,41,42,66,74],[31,76,73,61,78,78]]}","21,63,52",1.21,22/02/2017 17:22:12,22/02/2017 17:24:12,22/02/2017 17:30:05,0:07:53,0:02:00,37,1,"I clicked at decent distances until I found a result that was high, then narrowed in to find a really high one. Eventually I realized that it was probably best to just keep clicking the really high ones I found instead of trying to find another slightly higher really high one."
51,0,0,0,"[66,69,67,72,62,79,65,72,66,68,71,61,75,66,78,60]","[33,12,31,4,1,8,28,13,24,5,0,23,25,22,9,10]","{""xcollect"":[[10,10,13,12,11,9],[29,28,14,13,15,17,16,11,12,20,19],[15,4,6,5,2,7],[25,16,18,17,19,15,13,22,14,7,6],[1,9,14,10,11,13],[18,17,18,19,20,21,19,22,24,23,25],[1,9,11,10,21,20],[15,13,13,12,10,14,11,8,9,5,6],[27,18,17,19,16,15],[16,13,18,17,15,14,5,7,5,6,10],[16,14,15,20,13,18],[10,5,7,6,8,9,14,21,19,18,20],[5,1,2,3,18,20],[11,16,18,17,23,25,22,24,21,20,19],[29,28,27,26,24,25],[24,6,7,9,8,16,14,13,12,15,10]],""ycollect"":[[84,85,34,32,72,58],[56,40,101,50,94,27,59,36,32,16,27],[25,100,65,97,45,46],[68,56,77,100,65,18,74,39,48,47,37],[81,38,87,1,33,87],[99,55,98,82,29,10,83,-1,98,46,87],[0,66,44,70,74,101],[51,85,85,69,40,60,55,80,10,-1,8],[48,96,62,90,6,10],[48,49,60,59,61,80,63,81,61,60,100],[51,85,75,73,96,72],[45,68,24,53,1,23,68,55,45,48,53],[27,35,45,55,33,50],[9,90,33,69,1,64,41,17,78,85,26],[96,97,73,67,62,78],[48,55,41,95,53,53,61,55,45,99,99]],""ycollectScaled"":[[60,61,27,26,53,43],[44,33,75,40,70,24,46,30,27,16,24],[22,72,49,70,35,36],[54,45,60,77,52,18,58,33,40,39,32],[55,29,59,6,25,59],[83,48,82,70,28,13,71,4,82,41,74],[5,48,34,51,53,71],[42,66,66,55,34,48,45,63,12,4,11],[37,68,46,64,9,12],[38,38,46,45,46,59,48,60,46,46,73],[41,65,58,57,73,56],[32,46,20,37,6,19,46,39,32,34,37],[25,31,39,46,30,43],[11,64,27,51,6,47,32,16,56,61,22],[80,81,62,57,53,66],[34,38,30,62,37,37,42,38,32,64,64]]}","11,54,37",1.02,22/02/2017 17:23:05,22/02/2017 17:30:30,22/02/2017 17:33:03,0:09:58,0:07:25,28,1,Tried to find the areas with the darkest colors
52,0,0,1,"[66,60,64,63,63,64,80,63,70,64,63,73,66,63,61,75]","[5,29,8,20,19,15,38,27,39,14,21,1,18,13,25,32]","{""xcollect"":[[0,21,20,18,19,11,8,7,6,9,10],[5,6,4,2,3,1],[7,8,6,5,4,21,16,3,2,1,0],[16,4,24,3,6,5],[25,24,6,3,15,12,11,10,13,14,16],[7,6,8,5,4,3],[4,5,3,2,1,0,24,14,13,15,16],[14,15,13,18,20,17],[22,21,23,26,27,29,18,7,6,8,9],[12,11,13,24,25,23],[28,17,16,18,13,7,6,8,9,5,3],[5,18,25,13,12,14],[24,23,21,22,25,16,6,1,4,9,5],[6,21,14,26,2,12],[3,24,11,2,1,4,5,6,8,16,17],[16,15,17,18,19,20]],""ycollect"":[[13,56,64,57,76,58,80,80,60,73,101],[73,66,81,70,62,59],[56,54,67,76,52,10,26,84,96,79,12],[34,50,40,15,46,63],[45,31,27,39,55,100,88,76,97,95,51],[66,76,58,73,91,100],[51,27,52,84,75,48,39,64,47,95,69],[40,61,13,82,31,98],[58,47,40,71,48,40,25,62,53,65,65],[54,35,17,85,55,96],[10,70,61,55,64,98,58,85,55,40,45],[29,1,37,85,67,85],[78,101,34,77,48,41,57,47,61,52,79],[6,27,61,61,62,69],[56,25,0,47,34,32,27,71,55,98,79],[48,1,67,71,97,62]],""ycollectScaled"":[[14,42,47,43,55,43,58,58,45,53,72],[49,45,54,47,42,40],[41,40,48,54,38,11,22,59,66,56,13],[26,37,30,14,34,45],[33,25,22,30,40,68,60,53,66,65,37],[47,54,42,52,63,69],[46,27,47,72,65,43,36,56,43,81,60],[30,43,13,57,25,67],[46,38,33,55,39,33,23,48,42,51,51],[40,27,16,59,40,66],[11,49,43,40,45,67,42,59,40,30,33],[26,6,32,67,54,67],[56,72,27,56,37,32,43,36,45,39,57],[9,22,43,43,44,48],[39,20,5,34,26,25,21,48,39,65,53],[41,6,55,58,78,52]]}","19,96,77",1.03,22/02/2017 17:46:33,22/02/2017 17:48:24,22/02/2017 17:52:10,0:05:37,0:01:51,26,1,I clicked around the highest I could find.
53,0,1,0,"[63,77,71,79,70,78,70,78,63,70,64,62,68,64,74,62]","[36,8,38,28,2,5,35,9,23,30,7,4,13,31,0,3]","{""xcollect"":[[4,5,3,2,1,0],[13,14,15,16,11,12,10,9,8,8,7],[15,14,16,17,15,16],[16,17,15,14,13,14,14,14,14,14,14],[10,21,28,3,2,1],[27,17,16,16,16,16,16,16,15,15,15],[24,20,19,21,20,20],[1,10,21,28,29,27,28,28,28,28,28],[0,7,4,16,23,28],[18,10,7,14,11,10,10,10,10,10,10],[12,13,11,12,12,12],[2,3,4,1,2,2,2,2,2,2,2],[15,14,13,18,14,14],[21,22,20,21,21,21,21,21,21,21,21],[5,20,27,27,27,27],[14,15,13,12,13,13,13,13,13,13,13]],""ycollect"":[[49,34,54,55,60,68],[62,53,50,43,84,75,96,99,94,97,84],[100,76,100,79,100,99],[81,71,92,101,95,102,100,99,101,100,101],[29,48,36,56,77,99],[50,84,92,94,92,93,92,92,101,99,100],[66,99,95,91,101,101],[40,15,28,65,39,62,67,67,67,66,64],[39,16,40,48,12,91],[37,62,39,0,42,62,62,62,62,61,62],[99,84,91,98,98,96],[85,87,76,75,85,85,85,85,86,85,85],[55,57,43,36,55,54],[100,81,58,100,101,101,101,100,98,101,100],[4,9,58,59,58,59],[73,28,101,98,100,99,100,100,100,99,101]],""ycollectScaled"":[[36,26,39,40,43,48],[53,46,44,38,70,63,79,81,77,80,70],[76,59,76,61,76,75],[69,61,78,85,80,86,84,83,85,84,85],[25,39,30,44,59,74],[44,71,77,78,77,78,77,77,84,82,83],[51,74,72,69,76,76],[36,17,27,56,35,53,57,57,57,56,55],[30,15,30,35,13,62],[31,48,32,5,34,48,48,48,48,48,48],[68,59,63,68,68,66],[58,59,52,52,58,58,58,58,58,58,58],[42,44,34,29,42,42],[69,57,42,69,70,70,70,69,68,70,69],[8,12,48,49,48,49],[50,22,68,66,67,66,67,67,67,66,68]]}","13,102,68",1.29,22/02/2017 17:51:26,22/02/2017 17:52:43,22/02/2017 17:56:44,0:05:18,0:01:17,32,0,How did you try to increase your performance bonus?I tried to find the highest one and stick with that.
54,0,1,1,"[67,63,68,69,73,80,70,80,78,74,64,62,71,76,71,64]","[8,16,3,10,28,5,26,37,20,6,29,27,23,9,17,19]","{""xcollect"":[[15,9,8,7,10,11,12,6,22,25,28],[0,5,10,14,15,13],[21,5,2,11,12,13,14,25,28,17,15],[14,1,2,3,4,5],[16,15,14,13,12,11,17,22,23,21,24],[2,3,1,0,29,28],[28,27,2,1,5,4,8,9,7,6,13],[0,4,5,6,7,8],[29,24,26,22,21,20,19,18,17,16,23],[3,8,15,16,14,13],[2,6,13,18,19,17,20,21,22,26,27],[3,9,15,17,18,16],[9,14,18,16,20,21,19,26,27,28,29],[15,7,0,26,21,2],[8,14,18,12,15,16,2,1,0,3,29],[12,11,10,9,8,7]],""ycollect"":[[50,99,95,83,95,86,74,67,54,45,29],[33,50,52,100,81,93],[17,32,12,79,101,99,74,26,28,4,30],[42,52,59,64,57,45],[79,93,99,97,77,47,72,101,90,98,72],[72,45,94,88,62,51],[62,32,35,24,50,41,92,67,96,74,1],[39,82,87,94,100,95],[47,56,47,75,91,101,100,88,65,42,63],[35,7,85,61,100,96],[52,32,24,89,84,69,66,58,59,-1,9],[47,42,70,88,84,78],[1,65,67,45,85,56,86,82,99,89,71],[36,20,63,44,28,13],[15,47,6,38,58,46,85,96,99,72,75],[59,66,78,86,85,85]],""ycollectScaled"":[[39,71,69,61,69,63,55,50,41,35,24],[26,37,38,68,56,64],[17,27,13,59,74,72,55,23,24,8,25],[34,41,46,49,44,36],[63,73,77,76,61,39,58,79,71,77,58],[63,41,80,75,55,46],[48,27,30,22,40,34,69,52,72,57,6],[36,71,75,80,85,81],[42,49,42,64,76,84,83,74,56,38,54],[31,10,68,50,79,76],[38,25,20,62,59,49,47,42,43,4,11],[34,31,48,60,57,53],[6,51,53,37,65,45,66,63,75,68,55],[32,20,53,38,26,15],[16,38,9,32,46,38,65,73,75,56,58],[43,47,55,60,59,59]]}","6,94,65",1.11,22/02/2017 17:56:34,22/02/2017 17:58:38,22/02/2017 18:03:57,0:07:23,0:02:04,27,1,How did you try to increase your performance bonus?  Well I used the shading of the colors to try to gauge how far a potential darker shade was located and then guessed.
55,1,0,0,"[77,60,76,79,77,72,78,78,75,71,79,75,80,60,80,70]","[27,37,10,8,31,21,11,14,18,0,16,32,2,4,1,22]","{""xcollect"":[[4,11,12,10,16,17],[16,5,10,20,26,25,27,24,23,22,21],[21,4,12,27,17,28],[3,4,2,1,0,8,5,6,7,11,12],[11,5,4,3,6,7],[14,5,21,27,28,15,13,12,16,17,18],[7,12,21,22,23,20],[22,23,24,21,20,25,11,19,26,15,5],[28,11,3,19,29,27],[27,15,14,13,12,11,16,4,23,22,21],[6,5,7,8,9,10],[23,22,24,25,26,13,12,11,14,10,9],[11,19,25,26,24,23],[23,8,6,14,15,9,10,11,7,2,24],[22,11,3,17,25,23],[15,5,24,16,17,18,14,27,28,26,25]],""ycollect"":[[61,94,58,46,75,99],[74,85,8,14,99,101,53,89,91,73,69],[41,31,43,54,17,35],[85,55,98,80,13,54,77,68,56,66,63],[48,98,102,49,63,44],[56,40,28,54,12,57,66,44,61,68,57],[33,26,100,90,54,62],[101,97,83,85,48,56,36,46,54,42,46],[60,51,40,17,46,41],[35,75,86,96,83,26,49,1,72,92,54],[66,9,96,80,62,55],[74,35,88,46,27,88,89,72,51,89,54],[18,27,64,46,64,35],[62,68,37,49,18,76,62,30,47,30,82],[38,33,32,20,35,49],[59,41,18,88,68,33,33,100,51,96,63]],""ycollectScaled"":[[52,77,50,40,63,81],[49,56,10,13,64,66,37,58,60,49,46],[36,29,38,46,18,32],[72,48,82,68,15,48,66,59,49,57,55],[42,80,84,43,54,39],[45,34,25,44,14,46,53,37,49,54,46],[31,25,83,75,47,53],[84,81,70,71,42,49,33,41,47,38,41],[50,43,35,18,40,36],[30,58,66,73,64,23,40,6,56,70,43],[57,12,81,68,54,48],[61,31,71,40,25,71,72,59,43,72,46],[19,27,56,42,56,33],[42,46,27,34,16,51,42,23,33,23,54],[35,31,31,21,33,44],[46,34,18,67,53,28,28,75,41,72,49]]}","8,60,47",0.98,22/02/2017 17:22:27,22/02/2017 17:23:46,22/02/2017 17:29:48,0:07:21,0:01:19,33,1,"I simply followed the areas with the highest uncovered values until the values dropped, then went to other areas of the grid."
56,1,0,1,"[62,60,78,60,75,75,64,72,68,73,64,70,69,72,77,80]","[35,6,16,22,2,34,31,21,9,38,15,18,25,1,37,26]","{""xcollect"":[[6,5,4,7,11,12,17,16,15,21,20],[28,22,16,15,17,6],[11,10,12,20,21,22,23,24,3,6,7],[12,6,5,7,20,21],[19,6,7,8,14,25,26,24,2,16,5],[5,6,7,20,25,26],[1,5,6,4,3,14,20,21,19,26,25],[14,13,12,5,22,27],[0,4,5,3,12,19,20,21,26,27,27],[19,9,8,7,26,1],[9,8,10,11,19,24,3,2,4,16,15],[13,7,22,23,24,2],[5,10,16,17,15,23,23,27,2,7,8],[27,21,14,13,15,6],[27,22,21,23,24,13,9,5,4,6,7],[23,11,10,12,3,18]],""ycollect"":[[84,84,68,46,37,24,78,98,94,72,82],[38,24,67,40,100,38],[83,57,88,73,94,93,101,76,41,67,98],[6,52,41,47,85,77],[25,93,102,71,15,64,45,63,27,28,66],[63,100,82,11,54,62],[52,100,65,99,48,17,67,27,69,54,70],[54,65,45,40,-1,55],[28,91,73,81,-2,68,99,82,68,73,74],[26,66,93,82,57,76],[78,57,101,87,46,39,99,75,86,68,41],[36,50,74,100,77,16],[27,36,101,77,67,32,30,8,46,79,56],[15,20,87,85,86,23],[54,74,68,90,90,29,7,85,49,90,49],[59,81,60,77,40,38]],""ycollectScaled"":[[57,57,47,34,28,20,53,66,63,50,56],[28,19,45,29,65,28],[70,49,74,62,78,78,84,64,37,57,81],[9,36,30,33,56,51],[24,75,82,58,16,53,39,52,25,26,55],[52,80,67,13,46,52],[38,69,47,68,36,16,48,22,49,40,50],[44,52,37,34,4,45],[24,67,55,60,4,51,72,61,51,55,55],[24,53,73,65,47,60],[55,41,70,61,34,30,68,53,60,49,31],[30,40,57,75,59,16],[24,30,75,58,51,27,26,11,37,60,44],[16,19,68,66,67,22],[47,62,57,74,74,27,10,70,43,74,43],[52,70,53,67,37,35]]}","13,40,37",1.23,22/02/2017 17:47:59,22/02/2017 17:50:45,22/02/2017 17:59:07,0:11:08,0:02:46,70,1,How did you try to increase your performance bonus?searched for large number then looked at adjacent boxes.
57,1,1,0,"[76,64,71,78,66,71,75,60,71,67,75,68,75,66,76,62]","[29,25,28,26,39,5,34,32,16,37,35,3,22,27,19,13]","{""xcollect"":[[23,22,21,20,18,17],[18,15,22,13,9,7,5,6,3,1,0],[14,15,13,24,23,21],[24,15,13,9,8,7,6,20,19,18,17],[8,15,16,14,13,14],[22,14,13,15,16,15,15,15,8,5,3],[24,25,23,22,16,11],[23,16,15,14,22,21,10,8,4,15,27],[14,13,15,7,24,23],[5,6,4,7,8,9,7,19,20,18,17],[27,15,13,8,4,17],[9,14,15,13,12,11,22,26,2,5,4],[17,11,10,9,12,2],[15,13,17,18,19,16,25,26,27,24,26],[8,9,10,7,6,5],[5,6,4,3,14,12,23,20,27,28,26]],""ycollect"":[[56,59,59,65,90,70],[46,49,6,49,62,66,64,63,84,101,90],[99,92,96,73,88,96],[11,31,2,64,92,97,75,72,87,100,92],[36,92,84,99,99,100],[38,92,82,101,92,100,99,100,9,36,45],[85,58,91,72,40,70],[81,94,100,83,83,77,64,70,42,100,10],[101,94,81,60,73,97],[87,96,77,100,96,76,101,82,79,85,86],[22,56,50,54,32,75],[52,72,30,102,99,78,0,24,10,33,20],[25,97,99,93,78,13],[71,68,86,85,74,78,91,101,92,77,100],[84,86,79,83,95,101],[72,51,78,74,56,26,38,24,101,91,100]],""ycollectScaled"":[[48,50,50,54,73,58],[34,36,9,36,45,47,46,45,59,70,63],[75,70,73,57,67,73],[14,29,7,55,77,81,64,61,73,83,77],[29,66,60,70,70,71],[32,70,63,77,70,76,75,76,11,31,37],[69,49,73,59,35,58],[54,61,65,55,55,51,43,47,30,65,11],[77,72,63,48,57,74],[63,69,57,72,69,56,73,60,58,62,63],[22,47,43,46,29,61],[40,54,25,74,72,58,5,21,12,27,19],[24,78,79,75,64,15],[52,50,62,61,54,56,65,72,66,56,71],[69,70,65,68,77,82],[50,37,53,51,40,21,29,20,68,61,67]]}","25,83,56",1.37,22/02/2017 17:22:42,22/02/2017 17:24:19,22/02/2017 17:29:44,0:07:02,0:01:37,29,1,"If i started with a lower value i clicked somewhat randomly, further away from that box. If I started with a middle or high value, i started by clicking around that box."
58,1,1,1,"[67,80,74,77,78,78,62,65,65,75,80,78,64,71,62,65]","[32,24,37,8,35,19,12,13,28,23,2,5,39,14,38,25]","{""xcollect"":[[16,15,14,17,7,6,5,4,15,24,27],[21,20,19,18,6,11],[6,7,8,9,5,4,19,20,18,17,26],[10,9,8,17,24,27],[23,22,21,20,19,18,8,3,13,17,20],[14,13,15,16,24,3],[0,14,13,16,18,24,6,7,4,15,27],[21,3,4,6,5,13],[11,24,18,23,22,21,4,5,2,3,28],[17,16,20,21,19,18],[16,16,17,13,7,4,24,25,15,28,20],[11,10,12,13,14,15],[22,13,14,15,12,5,2,1,0,8,26],[6,18,19,17,25,26],[5,6,4,15,14,16,17,25,26,23,24],[8,9,7,16,21,17]],""ycollect"":[[93,100,81,65,60,64,66,43,100,69,8],[75,75,74,65,66,61],[95,100,96,81,87,79,82,77,87,83,61],[95,100,95,41,48,31],[68,74,91,101,97,87,52,27,49,74,99],[81,65,90,72,34,74],[18,80,43,87,44,39,63,62,54,98,61],[22,75,78,49,72,41],[50,72,71,88,102,96,61,48,47,65,29],[51,47,85,54,88,66],[44,47,32,31,27,34,14,16,48,35,29],[41,10,69,79,92,100],[-2,99,99,94,87,35,74,77,71,35,32],[1,69,60,65,72,52],[95,83,92,101,77,98,79,63,58,64,66],[67,62,65,57,-2,60]],""ycollectScaled"":[[67,72,59,49,45,48,49,34,72,51,10],[65,65,64,57,58,54],[75,79,76,65,69,63,66,62,69,66,50],[78,82,78,37,42,29],[58,63,76,84,81,73,46,26,43,63,82],[68,56,75,61,32,63],[16,55,32,59,32,29,44,43,38,66,43],[19,54,56,37,52,32],[38,52,51,62,71,67,45,36,36,47,24],[43,40,69,46,71,55],[40,43,31,30,27,32,16,18,43,33,28],[37,13,59,67,77,83],[4,68,68,65,61,27,52,54,50,27,25],[6,54,48,51,56,42],[64,56,62,68,53,66,54,44,41,45,46],[49,45,47,42,4,44]]}","26,83,59",1.08,22/02/2017 17:22:13,22/02/2017 17:23:48,22/02/2017 17:28:59,0:06:46,0:01:35,31,1,"If a high number was already showing I clicked around it, otherwise I tried clicking elsewhere to find the caches of higher value numbers"
59,0,0,1,"[77,78,76,69,60,70,63,71,64,76,63,73,64,67,66,62]","[25,10,19,29,30,6,33,20,3,39,28,9,12,31,32,21]","{""xcollect"":[[27,8,7,6,5,17,18,16,15,16,16],[18,8,7,9,9,9],[19,24,17,9,5,6,11,12,12,12,12],[22,9,11,5,3,4],[8,21,24,25,23,24,14,4,24,24,24],[11,10,9,10,10,10],[17,16,18,7,3,0,29,24,25,26,20],[21,10,9,9,9,9],[29,6,16,12,11,10,10,10,10,10,10],[8,23,17,16,16,16],[26,17,11,6,8,9,8,8,8,8,8],[2,1,3,1,4,4],[29,28,21,14,15,13,14,14,14,14,14],[1,12,13,11,18,12],[9,23,10,22,24,25,24,24,24,24,24],[13,6,14,12,22,20]],""ycollect"":[[8,58,79,71,29,79,34,100,67,99,101],[1,53,40,97,97,96],[53,33,35,55,40,27,89,99,98,102,101],[57,64,64,73,62,79],[36,36,101,51,57,100,-1,25,99,101,101],[76,90,71,91,90,91],[73,49,60,67,56,75,41,43,24,45,27],[14,71,100,100,100,102],[37,24,17,92,99,99,99,99,98,100,100],[67,39,64,100,100,101],[40,24,43,35,92,67,93,93,92,93,94],[61,61,78,61,93,93],[56,42,32,100,93,50,100,99,99,101,101],[54,80,73,47,71,80],[56,74,90,37,89,45,88,87,88,87,87],[64,58,53,44,-1,51]],""ycollectScaled"":[[11,50,66,60,27,66,31,82,57,81,83],[6,46,36,81,81,80],[45,30,32,47,35,26,73,80,79,83,82],[44,49,49,55,48,60],[27,27,66,36,39,65,4,20,64,66,66],[58,68,55,69,68,69],[51,36,43,47,40,52,31,32,20,33,22],[15,55,76,76,76,77],[29,20,16,64,68,68,68,68,68,69,69],[56,35,54,81,81,82],[30,20,32,27,63,47,64,64,63,64,64],[50,50,62,50,73,73],[41,32,25,69,65,37,69,68,68,70,70],[41,59,54,36,53,59],[42,54,64,29,64,35,63,62,63,62,62],[45,41,38,32,4,37]]}","4,53,38",1.21,22/02/2017 17:25:10,22/02/2017 17:26:04,22/02/2017 17:29:44,0:04:34,0:00:54,30,0,I just tried to quickly find theh highest one then stay on it.
60,0,1,0,"[63,68,62,60,79,73,62,71,66,65,67,62,76,77,60,80]","[21,23,15,24,22,10,8,3,35,37,27,31,18,12,11,0]","{""xcollect"":[[27,26,25,24,23,22],[2,10,24,18,17,19,20,21,22,13,14],[26,4,5,6,7,3],[13,2,27,20,21,19,18,22,17,23,24],[11,12,10,9,8,7],[6,19,20,18,17,16,15,14,26,25,27],[17,3,27,23,24,25],[4,29,21,14,15,13,12,11,10,9,18],[18,19,20,21,22,17],[14,13,15,16,17,18,19,20,21,22,23],[18,17,16,15,19,20],[18,2,27,9,14,23,5,12,21,22,20],[19,3,6,7,8,5],[19,16,15,14,13,17,18,5,6,4,7],[20,8,5,11,26,27],[10,11,9,8,11,12,13,7,14,15,16]],""ycollect"":[[86,94,91,73,56,57],[32,15,20,68,50,87,84,53,25,62,66],[25,86,102,98,80,71],[35,7,57,75,72,72,64,68,55,63,59],[98,79,96,93,77,41],[38,67,28,92,100,92,68,40,47,55,37],[42,23,32,46,50,45],[19,31,19,70,30,99,99,78,58,50,36],[86,97,99,90,74,75],[69,62,70,75,85,87,82,77,76,73,66],[83,87,80,70,74,63],[1,47,18,46,29,29,24,5,99,82,57],[0,39,93,75,49,87],[51,88,98,83,44,62,46,71,63,55,59],[40,59,59,32,87,100],[101,93,93,63,90,77,60,26,57,61,62]],""ycollectScaled"":[[59,64,62,51,40,41],[27,15,19,51,39,64,62,41,22,47,50],[21,58,68,66,55,49],[26,9,39,50,48,48,43,46,38,43,40],[82,67,81,78,66,37],[33,54,25,72,78,72,55,34,39,45,32],[31,19,25,34,36,33],[18,27,18,55,26,75,75,60,46,41,31],[62,69,70,64,54,55],[50,45,51,54,60,62,58,55,54,52,48],[61,63,59,52,55,47],[6,34,16,34,23,23,20,8,66,56,40],[5,35,76,62,42,71],[44,73,80,69,39,53,40,60,54,47,50],[29,40,40,24,57,65],[86,79,79,55,77,67,53,26,51,54,55]]}","17,44,40",1.11,22/02/2017 17:55:12,22/02/2017 17:57:38,22/02/2017 18:04:46,0:09:34,0:02:26,35,0,"Click to find a higher number, then explore around that area to see if that was a cluster of higher numbers. Generally I tried larger unused sections of boxes first."
