"","id","trial","x","y","ymax","kernel","scenario","horizon","round","reward","experimentDuration","instructionsDuration","env","overall","Horizon","tau","kError","lambda","beta"
"129",1,4,8,36.5761395509316,0.16,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"130",1,5,0,70.779071936556,0.2,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"131",1,6,2,73.430563039124,0.2,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"132",1,7,11,67.1471361237324,0.26,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"133",1,8,19,40.0853839471816,0.26,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"134",1,9,1,78.0842762136373,0.26,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"135",1,10,25,21.4982277320863,0.26,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"136",1,11,12,87.1526539738131,0.26,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,16,"Long",0.123511564113215,1.3365862130205,NA,0.501657043949485
"137",2,1,9,47.3035628427683,0.41,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
"138",2,2,14,52.1998291960222,0.41,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
"139",2,3,1,59.0772850166268,0.49,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
"140",2,4,17,53.6952767419786,0.49,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
"141",2,5,2,69.7039724336972,0.49,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
"142",2,6,4,62.621878150336,0.49,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
"143",2,7,29,92.8554762953263,0.49,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
"144",2,8,3,69.5212328178348,0.49,"Rough","Avg. Reward Condition",10,"1",1.04,"0:03:54","0:00:42",11,17,"Long",0.0643604655174525,0.0306137917440228,NA,1.21670656015513
