"","id","trial","x","y","ymax","kernel","scenario","horizon","round","reward","experimentDuration","instructionsDuration","env","delta_x","overall","Horizon","tau","kError","lambda","beta","Model"
"69",1,1,22,41.377686035047,41.377686035047,"Rough","Avg. Reward Condition",5,"9",1.01,"0:04:16","0:00:52",22,NA,9,"Short",0.00673822981280109,NA,0.46001628131343,0.499866772693256,"GP"
"70",1,2,3,47.7684006513772,47.7684006513772,"Rough","Avg. Reward Condition",5,"9",1.01,"0:04:16","0:00:52",22,9,9,"Short",0.00673822981280109,NA,0.46001628131343,0.499866772693256,"GP"
"71",1,3,18,32.5165264267712,47.7684006513772,"Rough","Avg. Reward Condition",5,"9",1.01,"0:04:16","0:00:52",22,3,9,"Short",0.00673822981280109,NA,0.46001628131343,0.499866772693256,"GP"
"72",1,4,13,39.9960846698384,47.7684006513772,"Rough","Avg. Reward Condition",5,"9",1.01,"0:04:16","0:00:52",22,19,9,"Short",0.00673822981280109,NA,0.46001628131343,0.499866772693256,"GP"
"73",1,5,0,22.0336244074316,47.7684006513772,"Rough","Avg. Reward Condition",5,"9",1.01,"0:04:16","0:00:52",22,1,9,"Short",0.00673822981280109,NA,0.46001628131343,0.499866772693256,"GP"
"74",1,6,25,63.077365936616,63.077365936616,"Rough","Avg. Reward Condition",5,"9",1.01,"0:04:16","0:00:52",22,2,9,"Short",0.00673822981280109,NA,0.46001628131343,0.499866772693256,"GP"
"75",1,1,23,36.5678009818742,36.5678009818742,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,NA,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"76",1,2,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,9,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"77",1,3,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,11,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"78",1,4,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,3,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"79",1,5,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,14,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"80",1,6,1,57.8132585470492,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,1,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"81",1,7,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,2,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"82",1,8,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,1,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"83",1,9,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,3,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"84",1,10,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,2,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"85",1,11,0,70.4155140306414,70.4155140306414,"Rough","Avg. Reward Condition",10,"10",1.01,"0:04:16","0:00:52",2,29,10,"Long",0.00934197466766048,NA,0.457486770327514,0.560053764031421,"GP"
"86",1,1,25,66.6330894572117,66.6330894572117,"Rough","Avg. Reward Condition",5,"11",1.01,"0:04:16","0:00:52",5,NA,11,"Short",0.00673794982012007,NA,0.489333260241365,0.480300593311314,"GP"
"87",1,2,16,49.3661887617216,66.6330894572117,"Rough","Avg. Reward Condition",5,"11",1.01,"0:04:16","0:00:52",5,22,11,"Short",0.00673794982012007,NA,0.489333260241365,0.480300593311314,"GP"
"88",1,3,14,80.152707183019,80.152707183019,"Rough","Avg. Reward Condition",5,"11",1.01,"0:04:16","0:00:52",5,6,11,"Short",0.00673794982012007,NA,0.489333260241365,0.480300593311314,"GP"
"89",1,4,14,80.152707183019,80.152707183019,"Rough","Avg. Reward Condition",5,"11",1.01,"0:04:16","0:00:52",5,7,11,"Short",0.00673794982012007,NA,0.489333260241365,0.480300593311314,"GP"
"90",1,5,14,80.152707183019,80.152707183019,"Rough","Avg. Reward Condition",5,"11",1.01,"0:04:16","0:00:52",5,2,11,"Short",0.00673794982012007,NA,0.489333260241365,0.480300593311314,"GP"
"91",1,6,14,80.152707183019,80.152707183019,"Rough","Avg. Reward Condition",5,"11",1.01,"0:04:16","0:00:52",5,5,11,"Short",0.00673794982012007,NA,0.489333260241365,0.480300593311314,"GP"
"92",1,1,13,16.1373999586239,16.1373999586239,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,NA,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"93",1,2,9,60.1596771389767,60.1596771389767,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,10,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"94",1,3,7,44.4761676461663,60.1596771389767,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,5,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"95",1,4,9,60.1596771389767,60.1596771389767,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,11,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"96",1,5,4,25.1844415942351,60.1596771389767,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,11,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"97",1,6,14,0,60.1596771389767,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,3,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"98",1,7,2,21.3506474242897,60.1596771389767,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,7,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"99",1,8,17,67.5474460709207,67.5474460709207,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,21,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"100",1,9,24,83.5761746497542,83.5761746497542,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,1,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"101",1,10,24,83.5761746497542,83.5761746497542,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,12,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"102",1,11,24,83.5761746497542,83.5761746497542,"Rough","Avg. Reward Condition",10,"12",1.01,"0:04:16","0:00:52",14,1,12,"Long",0.00924515163276263,NA,0.459534520928072,0.560020775013683,"GP"
"103",1,1,19,73.8208696834892,73.8208696834892,"Rough","Avg. Reward Condition",5,"13",1.01,"0:04:16","0:00:52",36,NA,13,"Short",0.00673818454156449,NA,0.472454354733033,0.745845520321006,"GP"
"104",1,2,22,68.8423352189463,73.8208696834892,"Rough","Avg. Reward Condition",5,"13",1.01,"0:04:16","0:00:52",36,1,13,"Short",0.00673818454156449,NA,0.472454354733033,0.745845520321006,"GP"
"105",1,3,25,29.5579685944706,73.8208696834892,"Rough","Avg. Reward Condition",5,"13",1.01,"0:04:16","0:00:52",36,5,13,"Short",0.00673818454156449,NA,0.472454354733033,0.745845520321006,"GP"
"106",1,4,20,49.5409795889534,73.8208696834892,"Rough","Avg. Reward Condition",5,"13",1.01,"0:04:16","0:00:52",36,3,13,"Short",0.00673818454156449,NA,0.472454354733033,0.745845520321006,"GP"
"107",1,5,22,68.8423352189463,73.8208696834892,"Rough","Avg. Reward Condition",5,"13",1.01,"0:04:16","0:00:52",36,17,13,"Short",0.00673818454156449,NA,0.472454354733033,0.745845520321006,"GP"
"108",1,6,5,46.5415951080879,73.8208696834892,"Rough","Avg. Reward Condition",5,"13",1.01,"0:04:16","0:00:52",36,1,13,"Short",0.00673818454156449,NA,0.472454354733033,0.745845520321006,"GP"
"109",1,1,2,59.2548478179923,59.2548478179923,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,NA,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"110",1,2,7,25.0370284332668,59.2548478179923,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"111",1,3,25,94.1801311629799,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"112",1,4,22,53.9071931517187,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"113",1,5,20,54.2210920468085,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"114",1,6,25,94.1801311629799,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"115",1,7,12,78.9774731300779,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"116",1,8,25,94.1801311629799,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"117",1,9,25,94.1801311629799,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"118",1,10,25,94.1801311629799,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"119",1,11,25,94.1801311629799,94.1801311629799,"Rough","Avg. Reward Condition",10,"14",1.01,"0:04:16","0:00:52",23,1,14,"Long",0.0338454929855609,NA,0.683454336300505,0.516810149351686,"GP"
"120",1,1,20,62.664533932963,62.664533932963,"Rough","Avg. Reward Condition",5,"15",1.01,"0:04:16","0:00:52",11,NA,15,"Short",0.00673800865892922,NA,0.466609198889129,0.645684010836327,"GP"
"121",1,2,22,90.4253779487103,90.4253779487103,"Rough","Avg. Reward Condition",5,"15",1.01,"0:04:16","0:00:52",11,5,15,"Short",0.00673800865892922,NA,0.466609198889129,0.645684010836327,"GP"
"122",1,3,22,90.4253779487103,90.4253779487103,"Rough","Avg. Reward Condition",5,"15",1.01,"0:04:16","0:00:52",11,5,15,"Short",0.00673800865892922,NA,0.466609198889129,0.645684010836327,"GP"
"123",1,4,22,90.4253779487103,90.4253779487103,"Rough","Avg. Reward Condition",5,"15",1.01,"0:04:16","0:00:52",11,3,15,"Short",0.00673800865892922,NA,0.466609198889129,0.645684010836327,"GP"
"124",1,5,22,90.4253779487103,90.4253779487103,"Rough","Avg. Reward Condition",5,"15",1.01,"0:04:16","0:00:52",11,1,15,"Short",0.00673800865892922,NA,0.466609198889129,0.645684010836327,"GP"
"125",1,6,22,90.4253779487103,90.4253779487103,"Rough","Avg. Reward Condition",5,"15",1.01,"0:04:16","0:00:52",11,1,15,"Short",0.00673800865892922,NA,0.466609198889129,0.645684010836327,"GP"
"126",1,1,22,57.2017613291071,57.2017613291071,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,NA,16,"Long",0.0240873982038982,NA,0.626811423486819,0.516082522233429,"GP"
"127",1,2,15,67.2727936033619,67.2727936033619,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,12,16,"Long",0.0240873982038982,NA,0.626811423486819,0.516082522233429,"GP"
"128",1,3,19,0,67.2727936033619,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,6,16,"Long",0.0240873982038982,NA,0.626811423486819,0.516082522233429,"GP"
"129",1,4,28,24.7499664594545,67.2727936033619,"Rough","Avg. Reward Condition",10,"16",1.01,"0:04:16","0:00:52",39,3,16,"Long",0.0240873982038982,NA,0.626811423486819,0.516082522233429,"GP"
