"","V1","V2","V3","V4"
"cv",20,1,49.6427667444744,-1.42150623999548
"cv",20,2,85.4836680137748,-1.60927761019806
"cv",20,3,55.9880103854428,-1.45283574634423
"cv",20,4,87.3163660668718,-1.62403367262136
"cv",40,1,83.1967815591233,-1.70781003001007
"cv",40,2,138.486015132654,-1.84686684293901
"cv",40,3,109.374894477113,-1.77292510530827
"cv",40,4,99.0911200012874,-1.74530945155194
