"","V1","V2","V3","V4"
"cv",20,1,95.6829899184253,0.518526222056127
"cv",20,2,95.7930627327044,3.08942756908836
"cv",20,3,102.012279595536,-0.579145018098502
"cv",20,4,95.4330031793526,1.00246302923317
"cv",40,1,202.365650732534,-0.306810630604332
"cv",40,2,191.825446348482,4.9999348323926
"cv",40,3,191.814399777877,4.99994254385732
"cv",40,4,191.828341983107,4.99993455597243
