"","V1","V2","V3","V4"
"cv",20,1,83.4548276217982,-3.57390902460635
"cv",20,2,80.8792493453434,-4.10720445886837
"cv",20,3,81.8096101575338,-3.63077118962438
"cv",20,4,86.3700883517803,-4.10924843557476
"cv",40,1,175.190852162485,-1.71677682352392
"cv",40,2,165.127199117227,-1.55708083679567
"cv",40,3,172.712355829474,-1.71218973740935
"cv",40,4,173.96388663902,-1.58844795256747
