"","","","","par1","par2"
"cv",20,1,67.1376753218237,-0.737090123822082,-2.19229655105079
"cv",20,2,56.5694859542081,-3.93597750104854,-2.11135025051118
"cv",20,3,64.2802842720966,-0.503293409772903,-2.1585899393064
"cv",20,4,76.168350592139,-0.632009669827963,-2.10122725837077
"cv",40,1,117.973904274764,-4.32531324131459,-2.20471329287755
"cv",40,2,127.065925222417,-0.671400022632043,-2.25835129338404
"cv",40,3,120.417857844201,-0.845396703441761,-2.2403477417518
"cv",40,4,129.354707484058,-0.875390023296155,-2.17918377181978
