"","","","","par1","par2"
"cv",20,1,89.532532500723,0.2080468089047,-1.58725384941851
"cv",20,2,89.0812049178829,0.0699574464652276,-1.52680338991041
"cv",20,3,94.4783707183722,0.49887997093298,-1.59290602916882
"cv",20,4,82.7540010272636,0.343130090252792,-1.44524323964177
"cv",40,1,139.137598701974,0.822468307206334,-2.05420376940714
"cv",40,2,174.321956602674,0.938890542526681,-2.2430844902023
"cv",40,3,142.149700700042,0.74204317411897,-2.1957457887501
"cv",40,4,163.559487284273,0.678754501331312,-2.0916521939231
