"","V1","V2","V3","V4"
"cv",20,1,95.029106209979,-0.624888069997748
"cv",20,2,96.4318276807755,-0.843542976069941
"cv",20,3,94.8510871090496,-0.449650314505179
"cv",20,4,95.1365915534279,-0.716130828613234
"cv",40,1,191.212664020341,-0.140516676099897
"cv",40,2,210.986709986457,-1.22450835434978
"cv",40,3,190.806651599797,-0.0473005755886134
"cv",40,4,190.12020909088,0.695228246079557
