"","V1","V2","V3","V4"
"cv",20,1,104.826538865258,-1.60525986033495
"cv",20,2,74.6056863894126,-1.44381626009012
"cv",20,3,64.0275275106825,-1.36741706175065
"cv",20,4,60.823233560148,-1.33932114808555
"cv",40,1,204.285106504727,-1.56539329210295
"cv",40,2,173.391183840971,-1.48744242131176
"cv",40,3,139.116962889616,-1.38167648420955
"cv",40,4,105.37421951664,-1.21262709035817
