"","V1","V2","V3","V4"
"cv",5,1,15.0862213602648,-0.462054753347532
"cv",5,2,15.1186042767702,-0.47716608553413
"cv",5,3,16.1325575624379,-0.535430870959384
"cv",5,4,18.3567192117218,-0.641541358926258
"cv",5,5,18.0017396627132,-0.614001232014132
"cv",5,6,13.4532097033715,-0.335663525276566
"cv",5,7,15.8061628927107,-0.511130350904228
"cv",5,8,17.1441249262126,-0.588354952082063
"cv",10,1,29.2607634837653,-0.346676909598496
"cv",10,2,36.5045195293092,-0.59916565407192
"cv",10,3,33.9271351826151,-0.516841468407922
"cv",10,4,32.3473868598017,-0.478807325936133
"cv",10,5,32.8151385157958,-0.500686217761588
"cv",10,6,32.5829219808427,-0.490077049725667
"cv",10,7,29.8355565922042,-0.36665214579544
"cv",10,8,33.3203398061289,-0.504316445270518
