"","V1","V2","V3","V4"
"cv",5,1,15.3156614373202,0.0235383915164124
"cv",5,2,19.6248729551849,-0.533507127282634
"cv",5,3,17.2445741307218,-0.332279807371379
"cv",5,4,15.3673741112634,0.0118200567310465
"cv",5,5,15.2160756442202,0.0960829250075704
"cv",5,6,22.8927505933037,-0.66618723756918
"cv",5,7,16.2265624398466,-0.210092958214702
"cv",5,8,15.3671023522615,0.0119851773236109
"cv",10,1,32.9520428892704,0.257596824727671
"cv",10,2,33.5301203029143,0.139046525682062
"cv",10,3,33.3777379289031,0.15830662578846
"cv",10,4,34.200587494917,0.0439810737401657
"cv",10,5,32.9915333455203,0.249961511754205
"cv",10,6,33.7456638631144,0.100437045467823
"cv",10,7,35.5058322875144,-0.0885401408237572
"cv",10,8,32.9084135876059,0.260774078656788
