"","","","","par1","par2","par3"
"cv",5,1,7.64969278412417,-0.651264559168658,-0.679836090890535,-4.99999453002073
"cv",5,2,1.85644675991347,-0.694143611681037,-0.702610104391478,-4.99999993988324
"cv",5,3,4.0407232647896,-0.683828287231401,-0.678542694511115,-4.99999996192989
"cv",5,4,4.10606759838343,-0.707375307919019,-0.666149195227824,-4.99967819192565
"cv",5,5,5.52969489503654,-0.699979797097939,-0.672778336060491,-4.99999972424001
"cv",5,6,4.27522873852131,-0.688796097011814,-0.677028295566552,-4.99999690186935
"cv",5,7,9.10384053684258,-0.64212286670532,-0.679372703398602,-4.99999981984588
"cv",5,8,14.8066361012942,-0.673040005897325,-0.683691492750583,-4.9999754354292
"cv",10,1,24.7593998582952,-0.736140883070455,0.0047333060871767,-4.99999928684758
"cv",10,2,17.3005679024857,-0.770255656253903,-0.625185138785969,-4.99999993169936
"cv",10,3,22.6358704705499,-0.76537822390331,-0.625176735843016,-4.99999962569597
"cv",10,4,21.2339001414465,-0.767760626902275,-0.627036589188344,-4.99999998231584
"cv",10,5,14.4969128169712,-0.78072156314817,-0.631040915827324,-4.99999905691661
"cv",10,6,9.66011945211866,-0.786363104330311,-0.616242909011255,-4.99999996729154
"cv",10,7,32.0552099134301,-0.753447199957475,-0.630328118705639,-4.99999988628007
"cv",10,8,14.3005601332926,-0.777014078236133,-0.623725336426236,-4.99999977288994
