"","","","","par1","par2"
"cv",5,1,14.7664051130661,2.87540777347888,-1.46466549365659
"cv",5,2,18.1282725644486,2.92834102754299,-1.52129495287071
"cv",5,3,11.1756779043775,2.92454345624497,-1.384283824449
"cv",5,4,11.7705624184732,2.93128919902409,-1.4263678967837
"cv",5,5,16.4309031717932,2.99421608083701,-1.47629868473037
"cv",5,6,14.7549165976752,2.94103416647902,-1.4800577711813
"cv",5,7,15.190388479759,2.91929240429515,-1.45131070189716
"cv",5,8,16.287350083268,2.92426027269875,-1.47371120835131
"cv",10,1,29.6934566944088,0.169320593067627,-1.62589991896189
"cv",10,2,34.6161996629195,0.121742039944163,-1.72382966147048
"cv",10,3,32.3456652449212,0.156338162929974,-1.6868876739411
"cv",10,4,32.0944809642544,0.547174745262232,-1.66680604208261
"cv",10,5,33.0906519169936,0.100354684139646,-1.69176162459238
"cv",10,6,32.1041943212408,0.101065884976905,-1.67459175639858
"cv",10,7,30.9436674905308,0.0999435025532656,-1.65987201960886
"cv",10,8,25.2542104287447,0.134988707791194,-1.55912312925286
