"","V1","V2","V3","V4"
"cv",5,1,16.6052858697665,-0.738689896346148
"cv",5,2,15.4901681229141,-0.693785301337264
"cv",5,3,16.5590693591781,-0.7336248072009
"cv",5,4,14.6239141237438,-0.650627769967616
"cv",5,5,16.6845654096467,-0.742096565170488
"cv",5,6,14.7178375831049,-0.657988257516584
"cv",5,7,15.5902815774297,-0.699636935877851
"cv",5,8,14.9146930855005,-0.665780226994142
"cv",10,1,34.0104910426264,-0.771281165547723
"cv",10,2,29.751497798831,-0.688718848777463
"cv",10,3,28.2908686210132,-0.654689936194364
"cv",10,4,33.5581930014946,-0.763704826581945
"cv",10,5,27.8076458326783,-0.63923934580307
"cv",10,6,27.8416107760687,-0.6428869667554
"cv",10,7,33.0550440998378,-0.753924964386879
"cv",10,8,35.6576952579796,-0.797756720533745
