"","","","","par1","par2"
"cv",5,1,15.8267111636957,-4.99999999999848,-1.70793363647607
"cv",5,2,19.4266658328865,-4.9999999999991,-1.79026163555838
"cv",5,3,13.7012452949136,-4.99999999999831,-1.63815024115221
"cv",5,4,14.0727096113805,-4.99999999999777,-1.64428054457027
"cv",5,5,14.4804247629244,-4.99999999999842,-1.65984146522154
"cv",5,6,14.2681756843131,-4.99999999999143,-1.63910214362464
"cv",5,7,14.9666780433124,-4.99999999998877,-1.67310919282076
"cv",5,8,12.7742436873421,-4.99999999999945,-1.60240916409242
"cv",10,1,32.285453568591,-4.59187622906024,-1.82430906275262
"cv",10,2,27.7675533869934,-4.60239756446609,-1.77880383883342
"cv",10,3,29.9256061246842,-4.64038367605526,-1.80369925815892
"cv",10,4,26.7804468225912,-4.56466406185003,-1.75636692597904
"cv",10,5,27.9640817285224,-4.57705435078388,-1.78396339981609
"cv",10,6,30.0510692903762,-4.62141855301821,-1.79630039501953
"cv",10,7,26.4151787018139,-4.59398603082678,-1.75496559436436
"cv",10,8,27.7950304512437,-4.655009272252,-1.76792272804274
