"","V1","V2","V3","V4"
"cv",5,1,16.1859276801656,0.338737349151184
"cv",5,2,16.0194458221447,0.4825939109686
"cv",5,3,16.3918394989095,0.157491763238298
"cv",5,4,18.5024567749923,-0.278053868150435
"cv",5,5,16.1507391887354,0.34478433827294
"cv",5,6,18.532330048239,-0.280021590378737
"cv",5,7,18.5949459382374,-0.284227671977038
"cv",5,8,16.3918394989095,0.157491763238298
"cv",10,1,35.6798484699981,-0.276765750439906
"cv",10,2,32.5331943700775,0.00154320259623828
"cv",10,3,33.24980701811,-0.0796374807624517
"cv",10,4,36.6318840486435,-0.319667269909317
"cv",10,5,31.276566062079,0.263226478487834
"cv",10,6,41.9727247359087,-0.519973407127364
"cv",10,7,31.2346551691353,0.355104343766739
"cv",10,8,31.4131547953626,0.232395345273091
