"","","","","par1","par2","par3"
"cv",5,1,16.6226492996624,2.36640419878234,3.77715916899435,0.450599582672037
"cv",5,2,16.6239531946735,2.13749421088425,3.7900646861211,0.910242156986881
"cv",5,3,16.6236861979018,0.624164258332349,3.73971684100605,3.24858553719241
"cv",5,4,16.6229085089336,3.35740585813039,3.79933918109173,-1.47572846107673
"cv",5,5,16.617743704896,1.88507789462078,3.77797172209109,1.34975014985492
"cv",5,6,16.6215055467324,2.00702526185937,3.75711878782369,1.11238461274281
"cv",5,7,24.7663592091577,-2.55733649159573,0.151098895817995,-4.48542418265664
"cv",5,8,16.6210283531972,-4.99208278369721,3.47844440755944,3.99988500339546
"cv",10,1,33.0633576589234,2.29569069518271,-1.67193708236838,-4.99999811736822
"cv",10,2,38.4296836695819,2.12660167066481,-1.5922630858413,-4.9999987384865
"cv",10,3,32.9716964023376,2.26610131684409,-1.64295649898166,-4.99998518930036
"cv",10,4,34.1085652805898,2.30276438123939,-1.70464072522307,-4.99999110138638
"cv",10,5,39.4217199051904,2.1350350482008,-1.60706173748359,-4.99999100032051
"cv",10,6,33.092467192816,2.31914405373374,-1.70257548023787,-4.99999914493802
"cv",10,7,29.2295088232609,2.11634997641268,-1.2806367090046,-4.99991212253924
"cv",10,8,13.9997766156487,2.36774400932927,-1.62729898262491,-4.99997386753631
