"","V1","V2","V3","V4"
"cv",5,1,15.5230593480416,-0.709689136877558
"cv",5,2,17.5700987043641,-0.783381872894013
"cv",5,3,14.3988193119949,-0.655831059111207
"cv",5,4,16.3398706246395,-0.737748895225164
"cv",5,5,17.0737500257934,-0.766917684543856
"cv",5,6,15.2604813238673,-0.692846127378703
"cv",5,7,14.6717174992158,-0.666781782631278
"cv",5,8,14.135529154141,-0.640894343048101
"cv",10,1,27.2799203476201,-0.555363815490274
"cv",10,2,32.7368973800437,-0.703338453819426
"cv",10,3,31.8732351038212,-0.682666816310038
"cv",10,4,35.2933811707165,-0.7505467146438
"cv",10,5,31.0032562117584,-0.662355234893363
"cv",10,6,28.7030403462809,-0.599780850260373
"cv",10,7,32.256967539899,-0.69297744886418
"cv",10,8,33.2323864493834,-0.711327023156184
