"","","","","par1","par2"
"cv",5,1,16.4723095690557,-3.24488350837513,-4.6889700409071
"cv",5,2,16.4723095690557,-2.74009232100832,-3.70271245928786
"cv",5,3,16.4723095690557,-2.00096434431983,-4.91339617603895
"cv",5,4,16.4723095690557,-3.85365519954324,-3.76145248769911
"cv",5,5,16.4723095690557,-4.61863327827648,-4.12571597621584
"cv",5,6,16.4723095690557,-3.02773838285778,-4.07427191567211
"cv",5,7,16.4723095690557,-2.59173727153746,-3.58136860538375
"cv",5,8,16.4723095690557,-4.43840155891645,-4.05982935115599
"cv",10,1,31.9171547799685,-4.57614230446485,-4.09403284685953
"cv",10,2,31.9171547799685,-3.96410408603118,-4.0848573288488
"cv",10,3,31.9171547799685,-4.70336985227181,-4.02984382338
"cv",10,4,31.9171547799685,-2.1359359309485,-4.57848774746981
"cv",10,5,31.9171547799685,-2.20417763795888,-4.05528442431392
"cv",10,6,31.9171547799685,-2.54730261681655,-4.39675036648611
"cv",10,7,31.9171547799685,-2.53758304132819,-4.16321945894911
"cv",10,8,31.9171547799685,-2.01966674193155,-4.61850201336536
