"","V1","V2","V3","V4"
"cv",5,1,17.6957292910338,-0.902540574571714
"cv",5,2,18.0871574952158,-0.913273825919466
"cv",5,3,13.0983143396155,-0.764951400569483
"cv",5,4,15.6868328881025,-0.849447790529636
"cv",5,5,14.3251554389599,-0.806525540565983
"cv",5,6,13.0146809441572,-0.757044891331282
"cv",5,7,15.3512444428126,-0.83743820246429
"cv",5,8,13.9668645633677,-0.794679973983051
"cv",10,1,34.1723856364171,-0.610257219311506
"cv",10,2,35.3910205081268,-0.640203587575575
"cv",10,3,30.8896261597082,-0.51691509285088
"cv",10,4,30.1354006280066,-0.488627769393812
"cv",10,5,32.8932673302084,-0.57863200749948
"cv",10,6,32.49905466963,-0.566567655529859
"cv",10,7,27.6026965135255,-0.361229917477548
"cv",10,8,34.7305703460718,-0.626363528544979
