"","V1","V2","V3","V4"
"cv",5,1,14.7779833403256,-0.811110419730552
"cv",5,2,18.6600787356026,-0.920167275725526
"cv",5,3,17.0066823675249,-0.876393380388389
"cv",5,4,14.1460052452915,-0.787435166950311
"cv",5,5,13.9204044416086,-0.777725581541288
"cv",5,6,13.2270171189586,-0.748821833237588
"cv",5,7,15.7900649631289,-0.84318143125419
"cv",5,8,14.3408603449453,-0.794547963090817
"cv",10,1,31.6308958845107,-0.769645136457941
"cv",10,2,28.0933056168114,-0.696255572795042
"cv",10,3,32.6337428304967,-0.786670387589041
"cv",10,4,30.5649229716659,-0.745726391469706
"cv",10,5,33.9292774919607,-0.806793323212474
"cv",10,6,29.4976212792412,-0.727889035882112
"cv",10,7,33.9705468104533,-0.806622889059299
"cv",10,8,27.0281608356737,-0.673214060455351
