"","","","","par1","par2"
"cv",5,1,10.0652756819466,3.99999999999986,-1.09239388233477
"cv",5,2,13.8186847835151,3.99999999999948,-1.1557545939152
"cv",5,3,17.1762042778038,3.99999999999958,-1.2699530397719
"cv",5,4,13.2076103064652,3.99999999999269,-1.14596674949586
"cv",5,5,21.0736193772765,3.99999999999935,-1.34222980955615
"cv",5,6,12.4916074419646,3.99999999998874,-1.12204299370943
"cv",5,7,13.0112143358923,3.99999999999813,-1.16683945997764
"cv",5,8,16.1893044018127,1.49466386253681,-1.28612387092631
"cv",10,1,26.3053671379222,3.99999999999918,-1.70229098975155
"cv",10,2,19.0711230029121,3.99999999999998,-1.63164059873342
"cv",10,3,19.1214333184541,3.99999999999984,-1.63851931825499
"cv",10,4,31.7433782000866,4,-1.76542552322822
"cv",10,5,26.3266190233375,3.99999999999982,-1.72001062713529
"cv",10,6,21.3531972605864,3.99999999999971,-1.66907554514177
"cv",10,7,19.0936609142962,3.99999999999993,-1.62894305222126
"cv",10,8,19.1035237799384,3.99999999999998,-1.63307296490186
