"","V1","V2","V3","V4"
"cv",5,1,17.9426737944794,0.384920097101303
"cv",5,2,16.9985849551173,4.9999495843913
"cv",5,3,17.4037238229749,0.672081732963708
"cv",5,4,18.7423811899605,0.171348687165643
"cv",5,5,16.987803432538,4.99993149639582
"cv",5,6,16.9786815368625,1.29170960030318
"cv",5,7,17.7600210029013,0.461290681556443
"cv",5,8,16.9934181062941,4.99992913384234
"cv",10,1,34.0281717653689,4.99994072252868
"cv",10,2,34.0239024587827,4.99994139088154
"cv",10,3,34.0414224904897,4.99993777990096
"cv",10,4,34.0003054628477,4.99994368334843
"cv",10,5,34.0131239698195,4.99994288533895
"cv",10,6,34.0203073437214,4.99994173759437
"cv",10,7,34.0162690015671,4.9999426678059
"cv",10,8,34.0254769983041,4.99994136667561
