"","V1","V2","V3","V4"
"cv",5,1,16.3396504461533,0.441916309020879
"cv",5,2,16.2448153051607,1.01825732289485
"cv",5,3,16.3516675164217,0.433880554828778
"cv",5,4,18.6637093241626,-0.207897583001675
"cv",5,5,16.4798006745854,0.325393378546715
"cv",5,6,16.6325885351938,0.231386142435121
"cv",5,7,18.7260255756963,-0.212600675383753
"cv",5,8,17.9538565307837,-0.0874977205010335
"cv",10,1,34.1135674910461,2.25673551667399
"cv",10,2,34.7537216381869,1.2797088202507
"cv",10,3,33.9978562681645,4.99992080853551
"cv",10,4,34.0072837820028,4.99993117714827
"cv",10,5,34.0050430424711,4.99994553169587
"cv",10,6,34.0059371187015,4.99994221479044
"cv",10,7,34.3801193622383,1.62760334705591
"cv",10,8,34.0088618174703,4.99992364427465
