"","V1","V2","V3","V4"
"cv",5,1,12.7897217236397,-0.786576043191296
"cv",5,2,16.2528881023526,-0.869790374379522
"cv",5,3,13.6729822258966,-0.795370070951071
"cv",5,4,12.1341699478984,-0.752210355926145
"cv",5,5,15.4549893605599,-0.855518168839665
"cv",5,6,15.3854435050281,-0.845241408759783
"cv",5,7,19.9229318052203,-0.95091960012197
"cv",5,8,14.508224726396,-0.833291285223178
"cv",10,1,32.830714127876,-0.259924495482811
"cv",10,2,34.1813703416088,-0.344604145550312
"cv",10,3,31.965436633312,-0.195800866186165
"cv",10,4,32.8220832562132,-0.262897028219474
"cv",10,5,33.8424311234423,-0.331803200749891
"cv",10,6,35.0328512977295,-0.380331429365435
"cv",10,7,31.1576214717402,-0.122106538898791
"cv",10,8,33.6866294914739,-0.309020460033449
