"","","","","par1","par2"
"cv",5,1,16.4723095690557,-2.2144920715236,-4.38662567335384
"cv",5,2,16.4723095690557,-2.7703742174156,-4.1148455780883
"cv",5,3,16.4723095690557,-3.61383249706623,-4.25106481558355
"cv",5,4,16.4723095690557,-3.33498410488562,-4.22957287928977
"cv",5,5,16.4723095690557,-0.728803988450127,-4.27648409636329
"cv",5,6,16.4723095690557,-3.39704045472027,-4.05730049303789
"cv",5,7,16.4723095690557,-4.23709990805946,-4.78516257232894
"cv",5,8,16.4723095690557,-2.19730794733178,-4.82562871192286
"cv",10,1,40.4343479713848,-1.26295457024451,-4.37394757914243
"cv",10,2,32.0896906308591,-0.558691154937123,-1.52861798680324
"cv",10,3,32.1093898978061,-0.500459390644866,-1.54308374300906
"cv",10,4,32.1644559155568,-0.371590377203421,-1.57969096047163
"cv",10,5,32.074620883539,-0.613007129031723,-1.51653276837644
"cv",10,6,32.105168512508,-0.531587894359144,-1.53425195122606
"cv",10,7,32.09099887226,-0.523313053836825,-1.53934661711753
"cv",10,8,32.0568174158323,-0.525379311567396,-1.54472655469914
