"","V1","V2","V3","V4"
"cv",5,1,11.739560798684,-0.297202242830987
"cv",5,2,18.912840585362,-0.730050586285921
"cv",5,3,16.4233149119106,-0.63633342615948
"cv",5,4,19.3028912871424,-0.749238751186681
"cv",5,5,14.0487306134677,-0.531209276546003
"cv",5,6,14.0752470218025,-0.502882971240909
"cv",5,7,19.4751182576623,-0.751863419400727
"cv",5,8,15.4486449732025,-0.612125720451683
"cv",10,1,36.3039654575486,-1.03297409541614
"cv",10,2,29.4245106417069,-0.979595892992674
"cv",10,3,17.6514516604826,-0.827458207547232
"cv",10,4,27.3608473405502,-0.951645692902746
"cv",10,5,19.9511181291888,-0.857382782571517
"cv",10,6,37.2163127444728,-1.04351479469438
"cv",10,7,24.7458150964768,-0.91915891718073
"cv",10,8,37.5679843633616,-1.04991908309537
