"","","","","par1","par2","par3"
"cv",5,1,13.1008516028125,0.505575247041976,-2.49203490528235,-2.57907088065027
"cv",5,2,17.4100957663625,0.532802052643117,-2.40229721959478,-2.85469892786916
"cv",5,3,22.6864300525488,0.200254166370821,-1.41273059120785,-3.25412122483839
"cv",5,4,14.3123683615836,0.533108796411641,-2.14027647902642,-2.68385380065333
"cv",5,5,15.6061001960284,0.467425071089887,-2.34581958405413,-2.74844688075757
"cv",5,6,19.8378765471258,-0.816277783755242,-0.858524014748932,-4.99986462244262
"cv",5,7,13.6126609642522,0.48166015952559,-2.18600361090339,-2.69866360961247
"cv",5,8,7.57338787306203,0.460422010754576,-2.25240996799181,-2.66064966119749
"cv",10,1,30.3907137189485,0.0602417501569345,-1.02189365363355,-2.94912201856954
"cv",10,2,29.8928349557841,0.148241681418663,-1.05520518685618,-2.87449597385182
"cv",10,3,41.5148232096876,0.213567472661177,-0.910086997876352,-3.12487785786622
"cv",10,4,25.4602181256559,0.113119686982162,-1.0309087866367,-2.85442661594704
"cv",10,5,22.6309786632537,0.132439672500279,-0.98973110341596,-2.83779299265019
"cv",10,6,29.6679572785668,0.075769349666372,-0.939526055219131,-3.04225318359115
"cv",10,7,23.2179256120164,0.0133718905815297,-0.845290644422561,-2.87883615335414
"cv",10,8,27.9502875763423,0.135220219628215,-0.984482382735886,-2.89369017985002
