"","","","","par1","par2"
"cv",5,1,19.6472162771202,-1.66034799840415,-0.628746145382466
"cv",5,2,17.3521776462103,-1.66021793029118,-0.460606991522825
"cv",5,3,15.7615793045347,-1.66105986729103,-0.196099019450626
"cv",5,4,16.2724164299574,-1.66079985968251,-0.312796740529977
"cv",5,5,16.3041774383538,-1.65934790971306,-0.255673307569601
"cv",5,6,17.7163662716715,-1.65813357715105,-0.491216562840919
"cv",5,7,16.5254744162223,-1.7574822504044,-0.353795748550921
"cv",5,8,15.3024123363038,-1.65930767529329,0.0510869448594604
"cv",10,1,31.0511250732183,3.99999999956933,-4.99999999894337
"cv",10,2,29.0195015141578,3.99999987953391,-4.99999894076941
"cv",10,3,27.2040706525195,3.99999702046387,-4.99999969755821
"cv",10,4,27.9207404762815,3.99999806953284,-4.99999678050949
"cv",10,5,30.7691815312519,3.9999811607433,-4.9999899749704
"cv",10,6,26.6941339038036,3.99999978713664,-4.9999999104157
"cv",10,7,30.4805269485282,3.99999868369213,-4.99999969677847
"cv",10,8,27.151617448889,3.99999999951106,-4.99999999614033
