"","","","","par1","par2"
"cv",5,1,17.0392533153882,1.17918876865075,0.710548087510598
"cv",5,2,17.2790765908687,1.09365701193821,0.214275528633038
"cv",5,3,17.0085967972574,1.11628391964811,0.790872082417238
"cv",5,4,17.0031861709904,-4.88861737270389,3.99999999999926
"cv",5,5,17.1149506092789,0.72086129741732,0.652739560998828
"cv",5,6,17.2260464192435,1.1114047307959,0.221018901453834
"cv",5,7,17.6559647809992,-1.99097121102796,-0.132887398469001
"cv",5,8,17.7028272148296,1.06125420983427,-0.128847284526529
"cv",10,1,34.0968269904034,0.745890361646122,1.33044064282114
"cv",10,2,34.1315893797411,0.458419547161139,0.567598762474452
"cv",10,3,34.2657896873268,0.448069299692878,0.367526363019137
"cv",10,4,33.999592123815,0.37563535998025,3.9999999992246
"cv",10,5,33.9909108638216,0.467674615469108,0.996601986328175
"cv",10,6,33.9584721179435,0.580520158476114,1.84028227326585
"cv",10,7,34.0847010433903,0.663331637588564,0.976207127818231
"cv",10,8,35.8917797343101,0.421441278854507,-0.411037547573122
