"","V1","V2","V3","V4"
"cv",5,1,17.3218336294836,-0.0431808954437917
"cv",5,2,17.9246950597665,-0.146594630896141
"cv",5,3,16.015864161783,0.751111978406971
"cv",5,4,17.376444785347,-0.0525930821215911
"cv",5,5,17.8577739905533,-0.123778041555954
"cv",5,6,16.0457450457087,0.495063995722664
"cv",5,7,16.8162920765068,0.0470848613744584
"cv",5,8,16.7688938979594,0.0752018099458549
"cv",10,1,35.080423125128,-0.393179879718303
"cv",10,2,32.4066639830631,-0.24000180857774
"cv",10,3,32.0900209035692,-0.229068006250401
"cv",10,4,35.3032415563986,-0.38799172170572
"cv",10,5,32.2047039905142,-0.236293513620043
"cv",10,6,30.3882678789543,-0.0351188383633444
"cv",10,7,32.8678409262447,-0.278143720318217
"cv",10,8,35.9138723024653,-0.421333989094303
