"","V1","V2","V3","V4"
"cv",5,1,18.2290288099964,-0.322332547842597
"cv",5,2,17.1778814392994,-0.202186906667873
"cv",5,3,15.2703882798344,0.38207745592716
"cv",5,4,16.7482358868176,-0.143336362437531
"cv",5,5,17.125960694417,-0.193338323909766
"cv",5,6,17.2593788803399,-0.213768717838176
"cv",5,7,16.6745880064916,-0.144916370061465
"cv",5,8,16.0101550027834,-0.0185694497786353
"cv",10,1,34.0394179632772,0.378915182595233
"cv",10,2,34.3983535666067,0.265417666561203
"cv",10,3,34.1619284692878,0.313651048335977
"cv",10,4,33.4748865374155,0.617619206451061
"cv",10,5,33.7221345567198,0.479124223133488
"cv",10,6,33.7731886904463,0.441803296896311
"cv",10,7,33.8993943857062,0.403166548698482
"cv",10,8,33.550471497298,0.570133755794188
