"","","","","par1","par2"
"cv",5,1,10.6837828032821,2.21564243934165,-4.99999999986382
"cv",5,2,17.5952482546046,2.168014942062,-4.99999999997275
"cv",5,3,9.86666133931394,2.1634248983395,-4.99990777889923
"cv",5,4,7.31850781639916,2.20591456127847,-4.99999999991093
"cv",5,5,10.747788855497,2.20550599718308,-4.99999418955239
"cv",5,6,14.0753550533421,2.2102059992644,-4.99999996783314
"cv",5,7,17.8318367748004,2.14537925082497,-4.99999999961604
"cv",5,8,17.2420211823633,2.17966729739086,-4.99999937881754
"cv",10,1,30.526684530282,2.41480707487316,-4.99999999976527
"cv",10,2,25.5379774169406,2.43825114028565,-4.99999999986378
"cv",10,3,29.5611017839267,2.35251521770845,-4.99999999987383
"cv",10,4,34.4633747209969,2.41101259513328,-4.9999999990093
"cv",10,5,19.026783588339,2.42810029441573,-4.99999999999199
"cv",10,6,19.0462651767923,2.44418193345983,-4.99999999997454
"cv",10,7,20.3274427699787,2.41230756582019,-4.99999996215314
"cv",10,8,19.8247577302968,2.44109790299125,-4.99999999992981
