"","V1","V2","V3","V4"
"cv",5,1,16.3307748607143,-0.256167687907775
"cv",5,2,16.3770757083008,-0.258779286958904
"cv",5,3,17.5155901097568,-0.359452069685525
"cv",5,4,15.4387427254871,-0.12205891197746
"cv",5,5,15.6394109704655,-0.164599549993035
"cv",5,6,18.4874210137239,-0.436439594939551
"cv",5,7,16.3438186397475,-0.254394580821056
"cv",5,8,16.3203502612221,-0.246353252528848
"cv",10,1,32.3172640691547,0.41945443977379
"cv",10,2,32.8548668052288,0.200920109356583
"cv",10,3,35.1799696147568,-0.103286391786262
"cv",10,4,35.0630664800726,-0.0845435774562604
"cv",10,5,33.4146845069374,0.101543379218577
"cv",10,6,33.7752963468585,0.0462387324875161
"cv",10,7,33.8852412718787,0.0245481216819027
"cv",10,8,33.5180229370738,0.0685897373639061
