"","V1","V2","V3","V4"
"cv",5,1,15.7697413753606,-0.811454841791759
"cv",5,2,9.94238122317837,-0.607714136659939
"cv",5,3,17.9712209345777,-0.873527479762598
"cv",5,4,16.4241725670872,-0.823147964879731
"cv",5,5,18.5143641408451,-0.874942962286931
"cv",5,6,13.9030449442049,-0.757787690952442
"cv",5,7,15.4304795096034,-0.814434329721082
"cv",5,8,13.6495879589677,-0.731656182495176
"cv",10,1,33.2458073576196,0.0214922132105925
"cv",10,2,34.2709504709094,-0.0966492708634017
"cv",10,3,34.3310441326573,-0.0870658593946118
"cv",10,4,31.8726881947282,0.369294093971432
"cv",10,5,33.2884315116357,0.00354693637745944
"cv",10,6,34.1158474095922,-0.0824900848022421
"cv",10,7,33.5629110074799,-0.0181791968661433
"cv",10,8,34.5788089292456,-0.12531250138289
