"","V1","V2","V3","V4"
"cv",5,1,17.0837795069739,0.164334435843389
"cv",5,2,16.4339016679283,0.51971777419852
"cv",5,3,17.8300327848497,-0.0076998071403835
"cv",5,4,16.4364990504708,0.517553568020475
"cv",5,5,16.6444674536027,0.348265439324069
"cv",5,6,16.611654301636,0.369467564160748
"cv",5,7,18.0277476128577,-0.0424946827719768
"cv",5,8,16.6641850635166,0.337696935102514
"cv",10,1,32.0446509824557,0.0303200370531417
"cv",10,2,34.5231731295508,-0.201101825386497
"cv",10,3,32.8212811752881,-0.0655356601534053
"cv",10,4,33.2583548134919,-0.106917224051875
"cv",10,5,32.3361420208738,-0.00868627244271329
"cv",10,6,34.4584161995948,-0.196171048812693
"cv",10,7,34.2545318448247,-0.185266193094255
"cv",10,8,33.3859338656368,-0.117586242246409
