"","V1","V2","V3","V4"
"cv",5,1,18.2104618933401,0.0775320562739282
"cv",5,2,17.3159408612034,0.331927568530977
"cv",5,3,18.9300635183256,-0.0350807008440484
"cv",5,4,17.1380124629529,0.427070076060477
"cv",5,5,16.6856576183476,1.00334678562621
"cv",5,6,16.9866795020151,4.99991981820486
"cv",5,7,16.9981127971043,0.534101028575104
"cv",5,8,16.6709604877137,1.20967040649235
"cv",10,1,33.2368885440242,0.426124048420133
"cv",10,2,34.3027771268596,0.172801356778158
"cv",10,3,38.7771367285444,-0.216531968393664
"cv",10,4,33.0024802130927,0.527363512706538
"cv",10,5,33.8224794936011,0.266451003582027
"cv",10,6,33.2920793174977,0.399025514114949
"cv",10,7,32.6747643372896,0.875452306005601
"cv",10,8,33.823603881582,0.271051998451656
