"","V1","V2","V3","V4"
"cv",5,1,14.0139308826893,-0.703549389652668
"cv",5,2,15.5950885976471,-0.768605380775704
"cv",5,3,16.7063680832793,-0.806159640042699
"cv",5,4,16.5589311738145,-0.805164593668778
"cv",5,5,13.2378885452794,-0.664499800954555
"cv",5,6,14.8666241343202,-0.739562362779542
"cv",5,7,16.230354531322,-0.791213238117813
"cv",5,8,16.4370997858548,-0.798071115281811
"cv",10,1,29.681195221259,-0.579576865625563
"cv",10,2,30.179781441653,-0.594503069617022
"cv",10,3,29.5211060109146,-0.574237518901613
"cv",10,4,34.7323765184113,-0.699722480620896
"cv",10,5,32.791304034683,-0.662482181510428
"cv",10,6,34.1991658282633,-0.691622334648408
"cv",10,7,31.5817794245342,-0.62934297759713
"cv",10,8,30.9939633192034,-0.617253263309243
