"","","","","par1","par2"
"cv",5,1,17.0059697565474,3.99999999994737,3.99999999991116
"cv",5,2,17.0061752485629,3.99999999992809,3.99999999975652
"cv",5,3,17.0063119672353,3.99999999974522,3.99999999887356
"cv",5,4,17.0060725855296,3.99999999940956,3.9999999994349
"cv",5,5,17.0060725855295,3.99999999966633,3.99999999999556
"cv",5,6,17.0059697565473,3.99999999985042,3.9999999957885
"cv",5,7,17.0059697565474,3.9999999998914,3.9999999998655
"cv",5,8,17.0060040605907,3.99999999963643,3.99999999993821
"cv",10,1,34.0121509322989,3.99999999996843,3.99999999994469
"cv",10,2,34.0120137556847,3.99999999928908,3.99999999964385
"cv",10,3,34.0124238354035,3.99999999944652,3.9999999998119
"cv",10,4,34.0131389313061,3.99999999993464,3.99999999975017
"cv",10,5,34.0122531373914,3.99999999927961,3.99999999682803
"cv",10,6,34.0121164187189,3.99999999936618,3.99999999491653
"cv",10,7,34.0122531373914,3.99999999920149,3.99999999684437
"cv",10,8,34.012866807811,3.99999999987158,3.99999999953595
