"","","","","par1","par2"
"cv",5,1,14.8627888622202,-0.116580898815709,-1.45998106534976
"cv",5,2,18.0300932485244,2.50565940616398,-1.54835592914109
"cv",5,3,17.3491974777022,-0.168239011876814,-1.57373211322547
"cv",5,4,14.2598828231966,-0.131244320514593,-1.44010115059777
"cv",5,5,14.110790083571,2.50781768151091,-1.48484840261777
"cv",5,6,18.1553767177272,-0.183411400530693,-1.57756444599478
"cv",5,7,17.5215694686657,2.50761557785808,-1.54003628209413
"cv",5,8,15.5266188804802,-0.25361237062459,-1.50012126302888
"cv",10,1,30.2084401174244,-0.274271964675609,-1.86888970131075
"cv",10,2,25.2366674454307,-0.27638619617907,-1.8006265519282
"cv",10,3,36.0550566847141,-0.268194813738947,-1.94298247954895
"cv",10,4,24.599852049059,-0.208144880168263,-1.7942226084061
"cv",10,5,32.5539468801199,-0.300441291716254,-1.90197551786989
"cv",10,6,29.3754788151217,-0.209409456273575,-1.85567693589306
"cv",10,7,26.5446076354569,-0.219263396831666,-1.82942593431391
"cv",10,8,27.3885501619292,-0.239349419953543,-1.8575527527574
