"","V1","V2","V3","V4"
"cv",5,1,11.3954182561547,-0.324757040504393
"cv",5,2,17.2671593276295,-0.68209864567396
"cv",5,3,17.5031705224435,-0.713440235571328
"cv",5,4,16.5179505334264,-0.663357689017161
"cv",5,5,16.4775667953757,-0.65550513525608
"cv",5,6,16.3425741662436,-0.662886516815249
"cv",5,7,14.7072278369633,-0.589220569620053
"cv",5,8,17.3408144801558,-0.699410454633978
"cv",10,1,29.6145041806792,-0.361087034500154
"cv",10,2,29.2546227504433,-0.33441662026124
"cv",10,3,32.8918261317389,-0.475977773648671
"cv",10,4,31.9971607588653,-0.452367506320004
"cv",10,5,33.7370801887793,-0.505704317023216
"cv",10,6,35.1389063764786,-0.546011467023365
"cv",10,7,34.4371536042578,-0.525530854611372
"cv",10,8,33.0960434701344,-0.486463975093448
