"","","","","par1","par2"
"cv",5,1,16.4697784213221,-0.485685547206273,-1.11343630527711
"cv",5,2,16.5459817392883,-0.483033474565424,-1.10093460545711
"cv",5,3,17.0451021769947,-0.316508275084992,-1.43984514809375
"cv",5,4,16.6530654438735,-0.373891077747933,-1.21368729635876
"cv",5,5,16.6686611899026,-0.40150327158626,-1.21790948384536
"cv",5,6,16.5512755396485,-0.473033080267637,-1.11003639074071
"cv",5,7,17.5283442269401,-0.474704668688188,-1.70141236875484
"cv",5,8,29.1041435588566,-0.686716544698045,-4.99999999999931
"cv",10,1,31.8001476502953,-0.131119555251139,-1.66331991900561
"cv",10,2,31.9765100820919,-0.0709346814895161,-1.66689499112346
"cv",10,3,33.9613197604696,0.117736220142961,-1.83554613999991
"cv",10,4,31.8323257266212,-0.0585759462323804,-1.65089354217169
"cv",10,5,31.1707869242362,-0.098514834384316,-1.60476796607366
"cv",10,6,36.3211291974601,-0.135673993599732,-2.11169040097481
"cv",10,7,78.4079461217226,-0.514465861194122,-4.75896785128932
"cv",10,8,31.403924150915,-0.145142989361897,-1.66209153890682
