"","","","","par1","par2","par3"
"cv",5,1,14.2745954873669,-4.99999995335947,-2.89478366190861,-3.22377466590787
"cv",5,2,4.42209520487823,-4.99999999556043,-2.75858698105724,-3.11228346398099
"cv",5,3,8.99328534146187,-4.99999985314383,-2.78497342940584,-3.0825644936106
"cv",5,4,4.75262415646872,-4.99999991119725,-2.7323329424955,-3.08479329000044
"cv",5,5,14.2499289990275,-4.99999931740772,-2.82315029291553,-3.09765968475151
"cv",5,6,7.87444983390951,-4.99999978876811,-2.7926804258018,-3.08348196332716
"cv",5,7,13.2716432340053,-4.99999999861996,-2.84919418027826,-3.09143709205257
"cv",5,8,1.64155348344697,-4.99999993559568,-2.83940048767978,-3.08367425321525
"cv",10,1,28.9310086429187,1.90057325889807,-3.93897507687338,-3.77513835484872
"cv",10,2,9.081017676153,2.11355624387344,-4.13307358313314,-4.01068193499626
"cv",10,3,20.8539346118227,1.85001718131983,-3.76351283606304,-3.6353881047414
"cv",10,4,16.137804965379,1.92746220098356,-3.9170665893609,-3.74004719349107
"cv",10,5,19.6094437204818,1.74181778993997,-3.70109417821,-3.49457511577263
"cv",10,6,7.23087271048116,1.8866847050435,-4.04789141214407,-3.7719730593239
"cv",10,7,20.2755370051158,2.32570997209326,-4.99982224220511,-4.64063205939485
"cv",10,8,22.7891553827069,1.78047054680381,-3.91700595560145,-3.69148213535699
