"","","","","par1","par2","par3"
"cv",5,1,12.5664550555048,0.658394101055389,-4.99999998415525,-2.12178297982443
"cv",5,2,11.5641239293524,0.710376667410342,-4.99999996117844,-2.00346311822383
"cv",5,3,11.4518173437814,0.683343882768828,-4.99999999094066,-2.03396522177963
"cv",5,4,15.3674922047507,0.708656087278112,-4.99999999507678,-2.06334641683583
"cv",5,5,15.1870962469176,0.652638494301261,-4.9999999572926,-2.02492871025209
"cv",5,6,13.4845646096628,0.677759368360104,-4.99999998803245,-2.13939444329494
"cv",5,7,44.1605668935063,-0.744391808748545,-0.680036484041503,-4.99919502421134
"cv",5,8,17.1105860945473,0.67200013539888,-4.99999998207407,-2.06335657318569
"cv",10,1,29.8277862964094,0.45518899501359,-4.99999998657928,-2.03941260579464
"cv",10,2,39.2991644334637,0.421720578724288,-4.99999995376379,-2.25434185125358
"cv",10,3,27.8984182378578,0.454635764672592,-4.99999999483759,-2.01301457567914
"cv",10,4,34.0264272275859,0.448813855654177,-4.99999998234007,-2.10315416551287
"cv",10,5,34.6286312806588,-0.37053164744155,-1.35096565159871,-3.00234499795458
"cv",10,6,32.4485942312007,0.470744386677233,-4.9999999947434,-2.04177683242155
"cv",10,7,25.1257823917373,0.615777137533233,-4.99999999551167,-1.96949271983258
"cv",10,8,17.7472235732071,0.539773759371404,-4.99999999783338,-1.8779016522686
