"","V1","V2","V3","V4"
"cv",5,1,17.5818908894423,0.436771624563161
"cv",5,2,17.6192433487697,0.420616283944961
"cv",5,3,17.2703348185477,0.611336846819894
"cv",5,4,16.9623683647434,0.973332643041576
"cv",5,5,16.8749921224698,1.90738004529032
"cv",5,6,16.862351299494,1.57564636581624
"cv",5,7,17.2309917202457,0.641384448551767
"cv",5,8,16.9944448944206,4.99995133386589
"cv",10,1,34.6730680726762,-0.357497617433744
"cv",10,2,34.9712049724303,-0.369934250263746
"cv",10,3,32.6190787118683,-0.247239520778381
"cv",10,4,34.4439302594619,-0.347344437295989
"cv",10,5,31.4631978623361,-0.156987789402257
"cv",10,6,34.2386577258382,-0.33806862939633
"cv",10,7,31.2226614379866,-0.135727092738669
"cv",10,8,31.615366745647,-0.168298870970929
