"","","","","par1","par2"
"cv",5,1,18.3970998427874,-0.395920910883613,-1.59808881177156
"cv",5,2,16.7692050619333,-0.437507091387218,-1.41973491512722
"cv",5,3,15.9028914098019,-0.517522979186714,-1.24764472280759
"cv",5,4,16.3224778665858,-0.462637614680287,-1.41345483139656
"cv",5,5,16.3655681991865,-0.44143997749713,-1.32986882745509
"cv",5,6,20.5076070338196,-0.474699037850247,-1.86975569686071
"cv",5,7,16.343211420536,-0.3741055284152,-1.36870624363389
"cv",5,8,15.5705787132203,-0.444419693902376,-1.11837088048194
"cv",10,1,33.8043427016254,2.71395711756094,-1.51376523462785
"cv",10,2,33.9830541585142,2.712022673255,-1.56341102654911
"cv",10,3,33.9988030296636,2.71679221945331,-1.56786565938479
"cv",10,4,33.9492888966174,3.28543679451756,-1.50666813458491
"cv",10,5,33.8244819220274,2.71398329151132,-1.52308877026071
"cv",10,6,33.9576026060875,3.26199701701832,-1.51154479100332
"cv",10,7,75.8563150869095,2.52354085457084,-3.26833757107132
"cv",10,8,33.2822194770388,2.62325968779624,-0.320206505115703
