"","V1","V2","V3","V4"
"cv",5,1,16.9331976941718,-0.222262954714133
"cv",5,2,17.7515877469824,-0.295363171266189
"cv",5,3,16.075756903041,-0.0697994821101191
"cv",5,4,15.3683902592552,0.266457523770225
"cv",5,5,16.9117620061025,-0.219852950523388
"cv",5,6,17.6154370848626,-0.301576702045614
"cv",5,7,18.1348542825495,-0.330988744246539
"cv",5,8,15.8304124169665,0.0137711656530622
"cv",10,1,34.4957273443993,0.351665119934282
"cv",10,2,33.5673511254338,0.733574506351284
"cv",10,3,34.5468974143312,0.333471463271001
"cv",10,4,33.5594127233771,0.723302720480382
"cv",10,5,34.9288398118821,0.265568886055054
"cv",10,6,33.772360872586,0.589682040722869
"cv",10,7,33.4689923562364,0.830435612104057
"cv",10,8,33.5158989822994,0.783484352628893
