"","","","","par1","par2"
"cv",5,1,17.0059869083108,-1.2624428968668,-0.387591239893958
"cv",5,2,17.0059869083108,-4.47887445555163,2.62624246532062
"cv",5,3,17.0059869083108,-3.40492003379795,-1.48847279277158
"cv",5,4,17.0059869083108,1.38116913050479,1.32990248382596
"cv",5,5,17.0059869083108,-2.46229044860229,2.68263103652761
"cv",5,6,17.0059869083108,-0.563754806358488,2.55559847480617
"cv",5,7,17.0059869083108,0.87021819840181,2.31879347950216
"cv",5,8,17.0059869083108,-0.66185860840074,-1.60505395464413
"cv",10,1,34.0119738166215,-0.267769008409232,-3.10413364144806
"cv",10,2,34.0119738166215,-3.60044457355466,2.17061660811305
"cv",10,3,34.0119738166215,1.94253349979408,2.66268007650425
"cv",10,4,34.0119738166215,2.91894970702798,2.29399866122816
"cv",10,5,34.0119738166215,-3.64220691775227,1.98480222816205
"cv",10,6,34.0119738166215,-4.45328578913379,2.17281340736723
"cv",10,7,34.0119738166215,-3.00865225076481,2.68453672886269
"cv",10,8,34.0119738166215,1.34418885480049,2.7134632541186
