"","","","","par1","par2"
"cv",5,1,16.4723095690557,-0.0807989835115607,-4.57896123871667
"cv",5,2,16.4723095690557,-1.20219175196506,-4.25552483889473
"cv",5,3,16.4723095690557,-1.77638411295994,-4.32375355444952
"cv",5,4,16.4723095690557,-0.908169653747893,-4.66268109681011
"cv",5,5,16.4723095690557,-3.18886858291803,-4.80110482475016
"cv",5,6,16.4723095690557,-4.09098885959481,-4.47617790992413
"cv",5,7,16.4723095690557,-4.04538294869021,-4.31457121839183
"cv",5,8,16.4723095690557,-2.44810430266959,-4.66231846091271
"cv",10,1,31.9941205488363,2.22308833676692,-4.99999999289717
"cv",10,2,32.0040783219359,2.2259193745633,-4.99999985071011
"cv",10,3,32.0658689816564,2.23344336001828,-4.99999954872615
"cv",10,4,32.0214299986396,2.22597452629022,-4.99999972218861
"cv",10,5,32.0801241997234,2.23827076988108,-4.99999999906205
"cv",10,6,31.9597453835871,2.21620822509756,-4.99999999998311
"cv",10,7,32.0779476324912,2.23618947600498,-4.9999999998865
"cv",10,8,40.4343479713848,0.0476389588738711,-4.80986816309956
