"","V1","V2","V3","V4"
"cv",5,1,16.9835077448893,-0.702507560200292
"cv",5,2,18.9816329919967,-0.750246223544426
"cv",5,3,14.5825938976364,-0.604282327612584
"cv",5,4,15.5807606076795,-0.638689214344667
"cv",5,5,13.8691450496672,-0.557118105678236
"cv",5,6,13.2139433837655,-0.540220604643348
"cv",5,7,15.133639287298,-0.6381583599206
"cv",5,8,17.38281241521,-0.710086606878605
"cv",10,1,33.7440607338889,0.196608427710441
"cv",10,2,34.772320113739,0.0566560292041975
"cv",10,3,32.9920224877161,0.38751909306455
"cv",10,4,33.1285123246334,0.337498008248988
"cv",10,5,34.1841725346234,0.120880740756234
"cv",10,6,33.4181658288691,0.259372912712853
"cv",10,7,33.0628268724681,0.350409705969148
"cv",10,8,34.9274685181841,0.0386105683398429
