"","","","","par1","par2"
"cv",5,1,18.0662813518694,-0.393615419235103,-2.20356413436052
"cv",5,2,20.4781275695332,-0.416932442922226,-2.27559887172156
"cv",5,3,10.8118564442904,-0.401681697975856,-1.90670572909856
"cv",5,4,14.1721212850976,-0.381092925649619,-2.02650233038409
"cv",5,5,12.7822856954904,-0.379499207867425,-1.97658284948344
"cv",5,6,15.3435625391801,-0.402160052994443,-2.09441058004713
"cv",5,7,13.796935579694,-0.387110347332432,-2.0096128596591
"cv",5,8,16.4517767723936,-0.414638786340755,-2.17525774252738
"cv",10,1,25.3950451522543,-0.598184786496489,-2.6949435469533
"cv",10,2,34.5304140983958,-0.59575006225012,-2.80387447131545
"cv",10,3,27.7033487289717,-0.565017339253397,-2.6684833811784
"cv",10,4,23.0177521308115,-0.597523672124659,-2.60140722520304
"cv",10,5,32.9653248191459,-0.588238032261711,-2.76454746991499
"cv",10,6,24.7935606033141,-0.588503274779077,-2.63631912502913
"cv",10,7,29.3951511080975,-0.589446898283372,-2.71130173202271
"cv",10,8,25.1721733754449,-0.553348736657771,-2.62058945842433
