"","","","","par1","par2"
"cv",5,1,15.2325816821385,-2.94545991881282,-1.37999763687964
"cv",5,2,18.4308688147414,-2.43306796326271,-1.45079503616271
"cv",5,3,12.2680543419662,-4.88793251340453,-1.31952220864469
"cv",5,4,10.0213478080984,-3.58788086034232,-1.32535611796408
"cv",5,5,13.7264931470013,-3.45881054975921,-1.35650981533873
"cv",5,6,11.152538633704,-3.38999406821979,-1.34997220690738
"cv",5,7,13.9029617639201,-1.91902896826125,-1.35902694192459
"cv",5,8,6.1528163858889,-2.31666720146648,-1.26282099923245
"cv",10,1,25.022447863531,-2.73351925770829,-0.935817089774533
"cv",10,2,27.8302759803579,-1.69626604011874,-0.980907320168288
"cv",10,3,37.3320956820011,-1.69650902491717,-1.08731329760136
"cv",10,4,31.0554672490156,-1.69657383575983,-1.00822613810733
"cv",10,5,28.2931683628413,-1.69652062683125,-0.986281315728448
"cv",10,6,26.8089389888221,-1.69231034213383,-0.973021058730443
"cv",10,7,30.8120137292058,-1.69657806368059,-1.01137325488246
"cv",10,8,29.0906676302189,-1.69658480335567,-0.991257785792283
