"","","","","par1","par2"
"cv",5,1,12.327351037297,-4.9999999999999,-1.37126650014973
"cv",5,2,17.6615747973968,-4.62961380097434,-1.59237801410342
"cv",5,3,12.7416574683195,-4.9999999999964,-1.39850027640809
"cv",5,4,15.1568809733339,-4.99999999999199,-1.50601485648903
"cv",5,5,14.3455016267653,-4.99999999998946,-1.47078703234897
"cv",5,6,17.7492632015121,-4.66498209530162,-1.59308020535665
"cv",5,7,21.2428571427569,-4.41880246691222,-1.6842224823716
"cv",5,8,14.0916457955689,-4.9999999999967,-1.45429040310684
"cv",10,1,27.7216247957267,-4.99999999999053,-1.72469464887208
"cv",10,2,25.2861969840615,-4.99999999999306,-1.69411522929922
"cv",10,3,29.5853861537082,-4.99999999999058,-1.74607013622539
"cv",10,4,25.124084503649,-4.67113805322111,-1.68210316812552
"cv",10,5,30.3481450558191,-4.99999999999705,-1.74765093942275
"cv",10,6,30.1471561090991,-4.99999999998643,-1.74832392140266
"cv",10,7,31.6486160078242,-4.99999999999973,-1.75294175609134
"cv",10,8,33.1211824557518,-4.99999999985564,-1.78506785515495
