"","V1","V2","V3","V4"
"cv",5,1,11.7372909283774,-0.495269790343021
"cv",5,2,15.5430943917289,-0.6846892770829
"cv",5,3,14.9890080490222,-0.666089022104233
"cv",5,4,19.7761029183228,-0.822534416320574
"cv",5,5,18.4830781006341,-0.773914970430147
"cv",5,6,15.1206208920904,-0.66659722481111
"cv",5,7,15.3018012741627,-0.693339633718384
"cv",5,8,14.807721873769,-0.670641698357375
"cv",10,1,32.7652392915857,-0.235031093520752
"cv",10,2,32.2193112276163,-0.195220853936601
"cv",10,3,30.4353617207447,-0.0181947814313166
"cv",10,4,31.87095077638,-0.169911492904045
"cv",10,5,34.5334679605395,-0.318779856371689
"cv",10,6,36.1907056947291,-0.399701261851908
"cv",10,7,33.2669067452547,-0.265485379901749
"cv",10,8,34.7275359565223,-0.339430334204468
