"","V1","V2","V3","V4"
"cv",5,1,10.0636302847823,-0.58522247974834
"cv",5,2,16.4562074138517,-0.846907204170463
"cv",5,3,16.3540229669453,-0.846019446737912
"cv",5,4,15.6352160404968,-0.807485134413362
"cv",5,5,17.2082272548687,-0.840335083093221
"cv",5,6,19.0709673484955,-0.917906838303504
"cv",5,7,15.640685397819,-0.853954529311976
"cv",5,8,12.6151152644523,-0.72051337660653
"cv",10,1,34.9621454414025,-0.181520666525425
"cv",10,2,32.8790187905575,0.00102961538360174
"cv",10,3,32.4534947921502,0.068012949112137
"cv",10,4,33.5561493142886,-0.0572505342274774
"cv",10,5,33.6833828299675,-0.0794737087324925
"cv",10,6,34.2359257897838,-0.119139209985666
"cv",10,7,31.8857879520621,0.162599576570708
"cv",10,8,33.707311324307,-0.0808100262232842
