"","","","","par1","par2","par3"
"cv",5,1,18.1704720782137,-4.99948613954444,3.8002876939986,3.66369402803554
"cv",5,2,13.916708282503,-4.99981276204952,3.79995983866294,3.82267728309858
"cv",5,3,16.1775983823137,-4.99995394489301,3.80050952984886,3.72107763797837
"cv",5,4,15.3490510001442,-4.99976865975141,3.79988987355594,3.7628775274695
"cv",5,5,13.5824211994927,-4.999899181217,3.79971073674287,3.84230895973233
"cv",5,6,17.1324423480599,-4.99996470405868,3.80117199989065,3.6994369882519
"cv",5,7,16.2356428507426,-4.99999870278815,3.79979479400732,3.73324624197025
"cv",5,8,13.944728128966,-4.99985815500072,3.80105404778294,3.81288993565499
"cv",10,1,24.9072257556557,-4.99925777238072,3.80123042132095,3.46801111067928
"cv",10,2,31.3439762308476,-4.99949358985109,3.79780999799941,3.42215463488171
"cv",10,3,31.5554430390721,-4.99993932067497,3.79987146849389,3.40281727721244
"cv",10,4,25.6952788260564,-4.99988259482831,3.80038708401387,3.46967199377064
"cv",10,5,28.7253686960955,-4.999735883656,3.79897822928205,3.44425129484369
"cv",10,6,23.9114180147573,-4.9984573728702,3.79922177897917,3.47200508963528
"cv",10,7,24.4921785816047,-4.99979177481929,3.79932074113121,3.47554367043478
"cv",10,8,31.3136954563323,-4.99765362313205,3.79811630348413,3.42194135678731
