"","V1","V2","V3","V4"
"cv",5,1,17.0113894708843,4.99994358308166
"cv",5,2,17.0127371449419,4.99994339292427
"cv",5,3,17.03048092386,4.99993692674151
"cv",5,4,17.0068949413742,4.99994432146733
"cv",5,5,17.0127371449419,4.99994339292427
"cv",5,6,16.99791283377,4.99994571323495
"cv",5,7,17.0127371449419,4.99994339292427
"cv",5,8,17.0077946008576,4.99994434524881
"cv",10,1,33.9974049836362,4.99993268170339
"cv",10,2,34.3196799628456,1.79440563262475
"cv",10,3,34.0981279728077,2.47717707586614
"cv",10,4,34.0161989784445,4.29146926126653
"cv",10,5,34.0005487154,4.99995365565111
"cv",10,6,34.011106481992,4.99994499994758
"cv",10,7,34.0097615608328,4.99995357704169
"cv",10,8,34.2341853728989,1.96940209627701
